yj21b,yj6.2,yj10.2,yj13.2,yj1.1.1,yj72.18a
36.0,36.0,2060.693570348275,18000.0,2.0,2.0
17.0,40.0,1939.2810254820638,16000.0,3.0,2.0
18.0,37.0,2619.89377928135,14000.0,3.0,2.0
22.0,44.0,8384.462916455584,18600.0,3.0,1.0
31.0,60.0,7727.59920789768,34765.153043161175,5.0,1.0
30.0,40.0,3654.3616992234147,67000.0,1.0,3.0
28.0,48.0,1520.9566830447175,35000.0,2.0,3.0
28.0,36.0,10143.260453564195,22000.0,1.0,2.0
19.0,48.0,4744.778825542349,23693.95905755208,2.0,2.0
45.0,48.0,2099.5503190397603,26413.345891867564,2.0,2.0
36.0,40.0,6194.20099982785,9000.0,2.0,2.0
31.0,48.0,2908.4429379280273,35000.0,2.0,2.0
29.0,30.0,4282.519864418045,34695.58207258,1.0,3.0
27.0,50.0,8807.182866179479,18000.0,2.0,2.0
32.0,48.0,12426.275091330415,19000.0,1.0,2.0
32.0,48.0,2433.0952414973735,19000.0,1.0,2.0
14.0,48.0,1640.8398939947215,25000.0,2.0,2.0
24.0,40.0,4082.190640425307,26671.946510340294,1.0,3.0
30.0,48.0,1500.0,19000.0,2.0,2.0
28.0,36.0,6378.532888985659,14000.0,2.0,2.0
36.0,40.0,3385.9193265609188,50000.0,1.0,3.0
26.0,36.0,6538.969388948735,30000.0,2.0,3.0
28.0,40.0,14268.583717394331,13000.0,2.0,2.0
28.0,35.0,2102.8399615253943,9000.0,2.0,1.0
36.0,35.0,5000.0,17000.0,1.0,3.0
28.0,40.0,5181.422030587743,60000.0,1.0,3.0
28.0,40.0,1610.57422902361,18000.0,2.0,3.0
28.0,48.0,3372.6825194168314,13000.0,4.0,2.0
40.0,48.0,11951.753940359727,35000.0,2.0,1.0
28.0,60.0,12364.902871016042,24600.88738715508,4.0,2.0
27.0,50.0,1000.0,25000.0,3.0,1.0
42.0,60.0,9698.004807866488,35000.0,2.0,3.0
28.0,40.0,14154.280666799381,60000.0,2.0,3.0
29.0,60.0,1933.262067420452,45000.0,2.0,3.0
25.0,40.0,2347.6643373251723,21000.0,1.0,2.0
14.0,40.0,788.09672935658,40600.0,2.0,2.0
31.0,40.0,5094.641670453199,30000.0,1.0,3.0
28.0,40.0,12678.460412849787,40000.0,2.0,3.0
14.0,45.0,3079.5671345797646,65000.0,3.0,3.0
21.0,40.0,13956.657309277183,40000.0,2.0,3.0
28.0,40.0,13750.94785551492,35000.0,1.0,3.0
30.0,40.0,19665.119150482227,20000.0,1.0,1.0
24.0,40.0,3538.7462411212814,50000.0,2.0,3.0
36.0,48.0,5691.737687939323,35000.0,2.0,2.0
24.0,40.0,8040.624823191845,35000.0,2.0,3.0
29.0,55.0,7277.50054365267,38000.0,1.0,2.0
28.0,40.0,5333.713449984261,25000.0,4.0,2.0
28.0,40.0,9062.021297851583,50000.0,2.0,3.0
41.0,35.0,9510.246384975184,35000.0,4.0,2.0
28.0,36.0,6151.488873055995,30000.0,2.0,3.0
28.0,40.0,11999.74023367961,50000.0,2.0,3.0
14.0,40.0,7612.035592524756,25000.0,2.0,2.0
33.0,50.0,8695.030054980549,30000.0,2.0,2.0
28.0,40.0,7000.0,38000.0,2.0,2.0
28.0,40.0,12014.048126552014,45000.0,2.0,1.0
33.0,50.0,1092.5813804003863,45000.0,2.0,3.0
28.0,40.0,1364.199204230851,32000.0,2.0,3.0
29.0,32.0,938.586656554767,29303.17458470752,2.0,3.0
32.0,33.0,3027.840127854371,20000.0,4.0,2.0
28.0,40.0,500.0,22000.0,3.0,3.0
28.0,40.0,820.7189832391298,23000.0,4.0,2.0
28.0,40.0,18563.107626529654,12200.0,3.0,1.0
35.0,40.0,2000.0,15000.0,2.0,1.0
45.0,48.0,17017.731909639664,28000.0,3.0,1.0
36.0,40.0,5903.283534591205,14200.0,1.0,3.0
42.0,30.0,5000.0,16000.0,1.0,3.0
35.0,40.0,3730.1683214652508,15000.0,1.0,4.0
25.0,40.0,10660.743288845726,48073.935104795986,2.0,2.0
29.0,30.0,1457.3529685390085,39152.933610623375,3.0,1.0
14.0,40.0,9000.0,32000.0,3.0,3.0
26.0,48.0,4778.306054709037,15000.0,1.0,1.0
28.0,60.0,2045.222202997406,12000.0,3.0,2.0
20.0,40.0,6099.9898131389145,23000.0,2.0,2.0
41.0,50.0,4321.427055788242,9000.0,3.0,2.0
28.0,40.0,6806.047658711361,19000.0,3.0,2.0
29.0,40.0,3617.295296076166,30000.0,1.0,2.0
35.0,48.0,2842.6218924272052,35000.0,2.0,2.0
21.0,40.0,3131.803225824716,25000.0,2.0,3.0
28.0,40.0,6265.04830153593,27000.0,2.0,3.0
25.0,60.0,1323.8049616598996,8000.0,3.0,2.0
18.0,41.0,5766.349834283512,22000.0,2.0,2.0
18.0,41.0,6682.155178048703,20000.0,2.0,2.0
36.0,48.0,3666.8995116642095,18000.0,2.0,2.0
36.0,40.0,10091.259641109491,20500.0,2.0,2.0
36.0,48.0,1136.980542519469,35000.0,2.0,2.0
14.0,39.0,2714.4671121310066,16000.0,2.0,2.0
40.0,40.0,11691.492644816339,35000.0,2.0,3.0
40.0,48.0,4372.908891123656,20000.0,2.0,2.0
48.0,36.0,14055.82201056076,30000.0,2.0,3.0
36.0,48.0,14912.211005893952,25000.0,2.0,2.0
40.0,56.0,2603.465988324579,20000.0,1.0,2.0
27.0,45.0,6905.559488871838,35000.0,2.0,3.0
28.0,40.0,8750.759849533424,50000.0,1.0,2.0
35.0,48.0,3197.4674820890464,17000.0,3.0,2.0
26.0,55.0,12880.330263849928,34000.0,3.0,1.0
27.0,40.0,5868.896268598715,50000.0,2.0,1.0
32.0,50.0,5691.31263988291,45000.0,3.0,1.0
22.0,42.0,2085.829623866399,20000.0,2.0,1.0
28.0,48.0,2215.5305524691457,28000.0,3.0,2.0
28.0,40.0,3947.0534171056624,50000.0,2.0,1.0
28.0,45.0,3667.767237936935,35000.0,4.0,1.0
24.0,40.0,4535.050637003469,50000.0,2.0,3.0
38.0,40.0,4726.714750099031,30287.5813734392,2.0,2.0
23.0,35.0,2066.929991738147,15000.0,2.0,2.0
22.0,40.0,2787.02568422624,40000.0,2.0,2.0
28.0,30.0,3843.576050358608,10000.0,3.0,2.0
15.0,45.0,2875.2743970069337,7000.0,2.0,2.0
32.0,40.0,6506.445654803999,10000.0,2.0,2.0
32.0,30.0,6264.016304410629,8300.0,1.0,2.0
36.0,40.0,6937.5208120624175,9300.0,2.0,2.0
28.0,40.0,7962.530228918984,12600.0,2.0,2.0
28.0,40.0,4454.215619052084,12800.0,1.0,2.0
28.0,40.0,4613.179278695122,34000.0,1.0,3.0
25.0,40.0,9964.543981606612,8600.0,2.0,1.0
25.0,40.0,1961.8061076060528,23000.0,2.0,3.0
48.0,32.0,5177.036658839542,15700.0,2.0,3.0
25.0,40.0,1418.342934998204,15000.0,2.0,3.0
36.0,35.0,8377.077023255788,17000.0,2.0,2.0
28.0,38.0,7401.624913068768,10000.0,2.0,2.0
30.0,48.0,4770.992854583772,51101.299320705795,2.0,3.0
27.0,40.0,4159.704676100269,37960.97028703068,2.0,2.0
14.0,40.0,3763.220485818832,36000.0,3.0,2.0
14.0,48.0,4601.677007794816,25000.0,2.0,2.0
21.0,40.0,5904.230820046948,20000.0,2.0,2.0
28.0,40.0,2053.679913320284,13000.0,3.0,2.0
28.0,40.0,6385.934429248423,30000.0,2.0,3.0
30.0,30.0,406.1842464899831,10000.0,2.0,3.0
29.0,40.0,10029.935785218886,30000.0,2.0,2.0
14.0,48.0,13766.63091076204,17000.0,2.0,2.0
28.0,40.0,5297.108364157239,18000.0,4.0,2.0
36.0,48.0,4356.475057115988,25000.0,2.0,2.0
32.0,48.0,9859.803503284737,36000.0,1.0,3.0
14.0,40.0,1691.089283880178,30000.0,2.0,3.0
25.0,36.0,2796.5802644354194,40000.0,2.0,3.0
26.0,40.0,8529.24116080933,55000.0,2.0,2.0
14.0,40.0,2650.2269332449814,20000.0,2.0,3.0
24.0,41.0,2377.2621654926925,21400.0,2.0,3.0
33.0,60.0,15563.253970712347,16000.0,4.0,3.0
28.0,28.0,4349.849779182199,28800.0,2.0,2.0
21.0,40.0,3727.590052732712,22900.0,2.0,2.0
21.0,30.0,5381.658984008307,18000.0,2.0,2.0
24.0,60.0,2437.232616026509,24600.0,2.0,2.0
29.0,40.0,3686.3529410365522,21400.0,2.0,2.0
28.0,40.0,7499.129603163337,40000.0,3.0,3.0
28.0,40.0,1695.9032470246045,45000.0,1.0,3.0
22.0,48.0,2301.1351321828424,30000.0,3.0,2.0
14.0,40.0,1495.186476293944,36000.0,3.0,3.0
36.0,48.0,12868.204548241503,30000.0,1.0,2.0
24.0,40.0,3816.8293236532872,40000.0,2.0,2.0
24.0,40.0,3104.381199915913,40000.0,2.0,2.0
28.0,40.0,8062.941995868074,62500.0,2.0,3.0
31.0,40.0,1894.1911304055147,50000.0,2.0,3.0
27.0,28.0,13246.53285105252,43558.577182351735,2.0,2.0
28.0,40.0,1389.313101031677,22000.0,2.0,2.0
22.0,48.0,5029.553099592024,15000.0,3.0,2.0
28.0,40.0,4541.930294920459,23000.0,2.0,1.0
28.0,56.0,1170.0727723542261,18000.0,4.0,1.0
37.0,48.0,3648.243477854023,9000.0,1.0,2.0
14.0,60.0,1851.3367704804086,40000.0,3.0,2.0
26.0,36.0,12138.274216677324,30000.0,2.0,2.0
28.0,40.0,4921.442010740704,13050.711197813973,3.0,2.0
14.0,40.0,1891.077531764486,15000.0,3.0,3.0
37.0,40.0,8611.23826503963,15000.0,2.0,3.0
14.0,40.0,6368.59095955187,20000.0,2.0,3.0
30.0,40.0,2617.4165519868457,19000.0,2.0,2.0
22.0,48.0,10863.5686188486,8000.0,2.0,1.0
15.0,40.0,7169.916471293322,28500.0,2.0,3.0
28.0,48.0,1901.3932604436015,13600.0,4.0,2.0
28.0,40.0,9713.082218831903,13130.0,3.0,2.0
20.0,45.0,6245.727231680427,35000.0,2.0,2.0
28.0,48.0,9904.623539640921,25000.0,2.0,3.0
28.0,48.0,3827.5122529854248,13000.0,2.0,2.0
43.0,35.0,4422.342496444959,10000.0,1.0,3.0
32.0,48.0,10533.362380390301,13000.0,3.0,1.0
21.0,48.0,1000.0,22000.0,3.0,2.0
18.0,40.0,3073.136190866364,20000.0,2.0,2.0
33.0,40.0,1475.423350054633,23000.0,2.0,2.0
21.0,40.0,3077.183616689998,27000.0,2.0,2.0
28.0,40.0,8000.0,33000.0,2.0,3.0
30.0,48.0,2850.6712415955367,13000.0,2.0,2.0
28.0,40.0,7474.892481987285,25000.0,2.0,2.0
28.0,37.0,3143.9404087105027,35000.0,2.0,3.0
28.0,40.0,2781.7974563418034,43300.0,2.0,1.0
46.0,45.0,5562.905928443292,50000.0,2.0,2.0
42.0,35.0,5251.857596533745,25000.0,2.0,3.0
36.0,40.0,1185.0931431287256,54900.0,2.0,3.0
28.0,40.0,5471.1085416163705,16000.0,3.0,2.0
39.0,40.0,17111.538220192982,40000.0,2.0,4.0
24.0,48.0,2967.750501205187,45000.0,3.0,2.0
24.0,40.0,7446.414333583957,30000.0,3.0,1.0
25.0,40.0,15113.875815906133,40000.0,2.0,3.0
21.0,35.0,3364.3131454646677,50000.0,2.0,3.0
32.0,48.0,1084.0195764066782,18000.0,3.0,2.0
28.0,48.0,6896.915707193527,28000.0,2.0,2.0
28.0,60.0,557.1130840180309,40000.0,1.0,2.0
28.0,48.0,1330.512314394639,30000.0,1.0,2.0
28.0,40.0,5000.0,40000.0,2.0,3.0
28.0,40.0,5000.0,20000.0,2.0,2.0
35.0,54.0,8831.02922416344,33000.0,4.0,3.0
24.0,35.0,2850.0541771696803,16000.0,2.0,2.0
24.0,35.0,3254.704167051905,13000.0,2.0,2.0
41.0,36.0,5394.960330265351,45026.85411414474,4.0,3.0
36.0,40.0,9845.247737567059,25000.0,2.0,3.0
45.0,40.0,10313.878281389692,20000.0,2.0,2.0
28.0,60.0,5280.1588619136555,19246.533262206256,1.0,2.0
36.0,40.0,2094.5106511022987,13000.0,3.0,2.0
36.0,48.0,3500.0,20000.0,3.0,2.0
28.0,48.0,3871.3522562785056,28000.0,2.0,2.0
37.0,40.0,4513.530680945153,38000.0,4.0,3.0
23.0,30.0,13084.443933304086,10000.0,2.0,3.0
36.0,35.0,8735.741589438654,32000.0,2.0,2.0
28.0,48.0,822.4538872965463,10000.0,2.0,2.0
51.0,36.0,2640.6865333740525,30000.0,2.0,2.0
44.0,60.0,1026.970026144979,35000.0,3.0,2.0
32.0,36.0,7406.983753241818,28000.0,2.0,3.0
28.0,60.0,3763.2792986344184,50000.0,2.0,3.0
28.0,36.0,3088.4023845911597,55000.0,2.0,3.0
43.0,36.0,10290.281017383975,20000.0,2.0,1.0
24.0,40.0,3549.641783257892,50000.0,2.0,3.0
24.0,48.0,6698.254274589179,18100.0,2.0,2.0
18.0,40.0,6213.763821987394,26000.0,2.0,2.0
20.0,48.0,1143.0976425225667,18000.0,2.0,2.0
28.0,50.0,9242.375388908207,45600.0,2.0,2.0
40.0,35.0,2702.8176691185017,23800.0,2.0,2.0
18.0,48.0,7575.475382712118,19400.0,2.0,3.0
13.0,43.0,5000.0,35000.0,4.0,2.0
16.0,43.0,5000.0,35000.0,3.0,1.0
18.0,48.0,1854.5650551202152,40000.0,2.0,2.0
28.0,40.0,2288.6276296216224,30000.0,2.0,2.0
30.0,42.0,10543.416219752413,13000.0,4.0,2.0
30.0,40.0,5439.015613569901,30000.0,2.0,2.0
13.0,35.0,7583.951581562709,13000.0,3.0,2.0
14.0,40.0,6118.813260255677,24000.0,4.0,2.0
42.0,42.0,5935.572306708665,25000.0,2.0,2.0
28.0,48.0,3514.125163309419,30000.0,2.0,2.0
33.0,48.0,3565.55691518858,32865.66906459865,2.0,2.0
28.0,40.0,4481.747625516271,32000.0,2.0,3.0
28.0,40.0,7816.114422418887,30000.0,3.0,2.0
45.0,36.0,10000.0,35000.0,1.0,2.0
28.0,48.0,4833.512492051022,20000.0,2.0,2.0
42.0,40.0,1906.514010073724,20000.0,3.0,2.0
35.0,40.0,10000.0,40000.0,1.0,3.0
24.0,56.0,4165.578271104248,15000.0,1.0,2.0
28.0,48.0,3846.648002306857,35000.0,2.0,3.0
36.0,40.0,4782.598266379739,20000.0,2.0,2.0
33.0,36.0,5522.581243865191,22000.0,2.0,2.0
31.0,40.0,5527.519333949172,25000.0,1.0,2.0
28.0,48.0,8871.355999883226,20000.0,2.0,1.0
30.0,42.0,2296.9735622755493,30000.0,2.0,3.0
30.0,40.0,5667.667773348075,30000.0,3.0,2.0
34.0,40.0,3000.0,15000.0,3.0,2.0
42.0,45.0,5209.297336851118,18000.0,2.0,2.0
28.0,35.0,4853.841374867533,10400.0,3.0,2.0
30.0,28.0,12970.006217341826,13050.0,3.0,2.0
35.0,35.0,5895.99464690185,11000.0,3.0,2.0
27.0,35.0,8438.5229620814,23000.0,3.0,2.0
35.0,40.0,8794.61154559937,20000.0,1.0,3.0
14.0,40.0,7182.656182964729,30000.0,2.0,2.0
14.0,40.0,5290.34997966251,25000.0,3.0,2.0
14.0,40.0,3336.342791310371,50000.0,2.0,2.0
14.0,60.0,5000.0,30000.0,1.0,2.0
28.0,40.0,2535.6705224496623,35000.0,2.0,2.0
32.0,40.0,2647.5403166105807,9000.0,1.0,3.0
14.0,48.0,10528.45345792956,27000.0,1.0,2.0
36.0,40.0,3000.0,24000.0,1.0,3.0
27.0,60.0,10040.787548761431,17935.54562985501,3.0,2.0
14.0,48.0,8856.212547986652,25000.0,3.0,2.0
30.0,50.0,3054.130301228925,30000.0,2.0,3.0
40.0,40.0,3127.1051788185696,48319.35527737494,3.0,3.0
28.0,32.0,16613.099505240538,20100.227573201922,2.0,2.0
32.0,40.0,2000.0,30000.0,2.0,2.0
28.0,40.0,1653.0605932091048,33000.0,3.0,3.0
28.0,40.0,4277.772482031446,40000.0,1.0,3.0
28.0,40.0,2640.755268570896,20000.0,3.0,2.0
31.0,40.0,5151.97804770307,25000.0,2.0,2.0
14.0,40.0,4027.6872852333795,30000.0,3.0,2.0
28.0,40.0,6333.438131124865,20000.0,2.0,2.0
40.0,40.0,1239.32991641771,20000.0,1.0,1.0
23.0,40.0,9000.0,19000.0,3.0,2.0
30.0,40.0,2936.524634064068,14728.937797606211,1.0,1.0
21.0,36.0,12939.12911661911,20000.0,2.0,3.0
37.0,48.0,5155.718539667675,40000.0,3.0,2.0
14.0,30.0,12253.4624745603,17000.0,3.0,3.0
28.0,36.0,11897.643751936497,12000.0,2.0,1.0
25.0,40.0,4890.028334756192,20000.0,3.0,2.0
14.0,48.0,1641.6902378963453,14000.0,2.0,2.0
14.0,40.0,7681.345087456934,16000.0,3.0,2.0
35.0,40.0,1543.9021448980357,40000.0,2.0,3.0
31.0,36.0,4000.0,25000.0,2.0,2.0
31.0,54.0,16751.46666920932,24796.905125227906,1.0,2.0
41.0,40.0,3875.9882175750627,30000.0,3.0,3.0
32.0,60.0,6533.11703260497,19000.0,3.0,2.0
33.0,60.0,3411.9487679352965,15000.0,3.0,2.0
28.0,40.0,1800.0,13000.0,2.0,3.0
28.0,40.0,5296.39709477643,15000.0,5.0,1.0
19.0,54.0,3317.0947399450497,18084.011004375036,3.0,1.0
28.0,30.0,15839.384822170907,17000.0,2.0,2.0
30.0,48.0,4000.0,23000.0,2.0,2.0
44.0,48.0,4559.224813727814,15000.0,2.0,2.0
14.0,40.0,6785.568569404938,12000.0,2.0,2.0
30.0,48.0,3410.340507760257,10000.0,3.0,2.0
35.0,60.0,8605.641913012594,18000.0,3.0,2.0
28.0,40.0,15947.891672789592,14000.0,2.0,2.0
29.0,40.0,5603.644336345808,10000.0,2.0,2.0
28.0,40.0,1703.8250076992265,18000.0,3.0,1.0
14.0,40.0,12354.77318873806,18000.0,2.0,2.0
19.0,36.0,3942.597363244255,18000.0,3.0,2.0
24.0,60.0,12824.694622248087,27572.17462525731,3.0,2.0
15.0,48.0,11504.85891365592,28040.758957054222,3.0,1.0
14.0,41.0,9568.57978868267,25155.99574906191,3.0,1.0
31.0,60.0,7505.659929761502,25560.583400132196,3.0,1.0
35.0,40.0,5147.393001009529,37747.67530156955,2.0,1.0
11.0,41.0,4915.852605973785,30908.888052140628,3.0,1.0
28.0,40.0,8062.413977370502,13000.0,3.0,2.0
28.0,40.0,13522.336007809727,20000.0,2.0,2.0
33.0,40.0,856.9172557870405,20000.0,2.0,1.0
28.0,40.0,1351.4109583756442,15000.0,2.0,2.0
11.0,50.0,3335.944928439478,40000.0,2.0,2.0
20.0,40.0,4237.9484157805655,35000.0,2.0,2.0
29.0,40.0,3000.0,29000.0,2.0,3.0
15.0,40.0,10281.133821629575,14000.0,2.0,2.0
14.0,32.0,800.0,17000.0,3.0,1.0
38.0,48.0,4865.6813115827945,10000.0,3.0,2.0
28.0,40.0,7013.3854003509105,30000.0,2.0,3.0
28.0,40.0,1238.3705525165292,20000.0,2.0,2.0
19.0,35.0,764.1969956449695,8000.0,2.0,3.0
32.0,40.0,3480.349244581603,14000.0,2.0,3.0
25.0,41.0,3002.391720071721,13000.0,4.0,2.0
24.0,40.0,3334.1152969412383,19000.0,2.0,2.0
25.0,52.0,1598.0547038683274,40000.0,2.0,3.0
30.0,40.0,12007.336558899813,29000.0,2.0,2.0
42.0,48.0,2324.2707549524434,20000.0,2.0,2.0
28.0,40.0,14575.103007526417,25000.0,2.0,2.0
43.0,48.0,4863.7638669002745,40000.0,3.0,2.0
26.0,40.0,638.012430569138,16500.0,2.0,2.0
36.0,30.0,1628.9647691671635,15000.0,2.0,1.0
21.0,48.0,1772.8702379668,30000.0,2.0,2.0
36.0,35.0,2489.614613047573,19068.0,2.0,2.0
36.0,48.0,9987.980569362515,30000.0,2.0,2.0
27.0,48.0,2079.0851414254917,20000.0,2.0,2.0
28.0,40.0,1196.088965334374,16000.0,2.0,2.0
28.0,40.0,5000.0,23000.0,3.0,3.0
30.0,40.0,1883.2844664918055,18000.0,5.0,2.0
36.0,40.0,7270.620327749825,21000.0,2.0,2.0
15.0,48.0,8281.314980041463,38000.0,2.0,3.0
15.0,40.0,5299.820948141453,35000.0,2.0,1.0
28.0,40.0,1200.0,13000.0,3.0,3.0
15.0,40.0,4966.8923204672565,14000.0,3.0,3.0
44.0,36.0,9981.720154228859,20000.0,3.0,2.0
47.0,36.0,10922.773071214608,46333.0,3.0,2.0
24.0,38.0,9015.042022220121,31062.702440319412,3.0,2.0
27.0,35.0,1170.5497261265498,9587.768702030138,2.0,3.0
15.0,40.0,11000.0,34000.0,3.0,1.0
28.0,40.0,9717.454691335817,12000.0,1.0,2.0
42.0,36.0,3997.9227026872813,28000.0,3.0,2.0
35.0,36.0,7000.0,25000.0,2.0,2.0
30.0,40.0,6000.0,30000.0,1.0,2.0
28.0,45.0,6000.0,30000.0,2.0,1.0
31.0,48.0,4769.822546920099,12992.532775866253,2.0,2.0
28.0,60.0,5197.7667101019115,25000.0,3.0,2.0
25.0,40.0,6970.724813953398,12000.0,2.0,2.0
30.0,60.0,2162.8592245403324,24000.0,3.0,2.0
28.0,30.0,4153.309757805387,7000.0,1.0,2.0
28.0,40.0,3476.9390146980854,30000.0,2.0,2.0
28.0,40.0,5000.0,40000.0,1.0,3.0
28.0,40.0,871.6061985973263,25000.0,1.0,1.0
28.0,40.0,5491.917047962111,30000.0,2.0,1.0
28.0,40.0,4595.7670007300285,30000.0,1.0,1.0
20.0,50.0,6441.2322057406645,30000.0,1.0,1.0
34.0,40.0,15167.165731096213,27847.377333605422,2.0,2.0
36.0,40.0,2118.2773256638106,40360.41900748878,2.0,2.0
28.0,40.0,3602.972293343709,40000.0,2.0,1.0
14.0,40.0,5538.671167868025,50000.0,2.0,3.0
42.0,40.0,5000.0,25000.0,2.0,3.0
25.0,40.0,3775.6436722704934,25000.0,4.0,2.0
25.0,40.0,4561.767049930995,40000.0,1.0,2.0
34.0,40.0,1224.3811931054754,20000.0,2.0,1.0
28.0,40.0,11634.111190522677,17000.0,2.0,3.0
24.0,40.0,4962.169910896129,25000.0,3.0,2.0
30.0,40.0,2471.9514020722736,18700.0,2.0,3.0
32.0,40.0,1414.3773654678082,15000.0,2.0,2.0
16.0,48.0,4715.015660286707,11000.0,3.0,2.0
30.0,35.0,1266.2790807165493,14000.0,2.0,2.0
29.0,56.0,3798.9472743179394,14267.203599715145,2.0,2.0
28.0,48.0,8943.555362173505,29000.0,3.0,2.0
14.0,40.0,3307.7754749388764,26000.0,2.0,2.0
28.0,40.0,726.123851566217,40000.0,2.0,3.0
28.0,48.0,2591.8572532147136,45000.0,2.0,2.0
28.0,36.0,7814.704281481284,25000.0,2.0,2.0
28.0,40.0,4000.0,28000.0,3.0,1.0
30.0,40.0,3528.5755766035163,23000.0,2.0,3.0
30.0,40.0,7101.866757744643,40000.0,2.0,3.0
28.0,40.0,2016.7888932875987,20000.0,2.0,2.0
28.0,40.0,19496.247541812307,31000.0,2.0,2.0
42.0,36.0,4350.980953076796,25000.0,2.0,2.0
30.0,40.0,7300.0,23000.0,2.0,2.0
28.0,40.0,3245.3759906207974,25000.0,3.0,3.0
28.0,40.0,5909.306506742107,15000.0,2.0,2.0
28.0,40.0,2322.747435501937,35000.0,2.0,3.0
25.0,60.0,1618.051709502345,25374.653346250627,3.0,1.0
50.0,30.0,4073.7339901853497,10000.0,2.0,3.0
37.0,30.0,9010.819842342447,8000.0,3.0,2.0
10.0,40.0,11989.730003123681,15000.0,2.0,3.0
29.0,48.0,2035.6746149724177,30785.791239443563,3.0,2.0
28.0,40.0,8919.120269349469,25000.0,2.0,2.0
32.0,40.0,20000.0,51000.0,2.0,3.0
28.0,40.0,6036.0541947139245,33000.0,3.0,3.0
28.0,48.0,1241.6157505082017,32000.0,2.0,2.0
28.0,40.0,2035.015352633104,35000.0,2.0,2.0
24.0,36.0,8121.869639316326,23800.0,1.0,3.0
28.0,40.0,14022.936352586335,30000.0,2.0,2.0
28.0,40.0,5922.982353244647,18000.0,3.0,1.0
28.0,40.0,5916.901967851423,25000.0,2.0,1.0
28.0,35.0,4023.823389980074,12800.0,2.0,2.0
28.0,28.0,7306.27967152095,11000.0,2.0,2.0
27.0,40.0,1705.5315437594518,10500.0,2.0,2.0
14.0,40.0,1277.9436278565474,35000.0,2.0,2.0
41.0,40.0,2021.0426669782419,30000.0,2.0,1.0
35.0,40.0,11409.15839166654,15000.0,2.0,1.0
14.0,40.0,4072.8218966192326,15000.0,2.0,1.0
28.0,40.0,10235.227702993014,28950.0,4.0,2.0
31.0,40.0,3000.0,40000.0,3.0,2.0
15.0,50.0,4332.047933699645,48000.0,3.0,1.0
18.0,40.0,4284.742293270518,37000.0,1.0,4.0
12.0,40.0,5147.850741780845,45000.0,2.0,3.0
24.0,30.0,10217.593716938141,30000.0,2.0,2.0
36.0,40.0,8090.4324302260975,35000.0,2.0,2.0
14.0,40.0,8869.347871343442,30000.0,2.0,3.0
24.0,42.0,3752.6413832171697,30000.0,3.0,2.0
24.0,40.0,5529.978593732149,50000.0,3.0,2.0
24.0,42.0,1329.80519391515,30000.0,3.0,3.0
24.0,48.0,3143.626368661501,30000.0,2.0,3.0
24.0,48.0,13643.099098006167,30000.0,2.0,2.0
24.0,40.0,2051.500213912112,50000.0,2.0,3.0
24.0,32.0,2310.514070603201,17000.0,2.0,3.0
22.0,35.0,3899.9443857443352,10923.236375864048,2.0,3.0
28.0,40.0,3788.980122478313,45000.0,2.0,3.0
30.0,40.0,4405.334230422935,45000.0,2.0,3.0
24.0,48.0,2448.653311518199,40000.0,3.0,3.0
25.0,48.0,3598.1290995528807,13000.0,3.0,2.0
28.0,48.0,3008.2241183757264,45000.0,2.0,2.0
28.0,40.0,3739.748392155754,60000.0,2.0,3.0
24.0,48.0,7485.442526892649,8000.0,2.0,2.0
28.0,48.0,2028.142948227924,45000.0,2.0,2.0
33.0,40.0,12234.344857745564,15000.0,3.0,2.0
27.0,50.0,6358.888937557407,20000.0,2.0,2.0
30.0,40.0,10875.154173449986,30000.0,2.0,2.0
28.0,40.0,2178.9778151059095,20000.0,2.0,3.0
28.0,40.0,5000.0,35000.0,2.0,3.0
28.0,40.0,3456.186381723603,30000.0,2.0,2.0
31.0,48.0,3000.0,35000.0,2.0,2.0
28.0,40.0,6980.161119437624,25725.17487367382,3.0,2.0
14.0,48.0,5000.0,18000.0,3.0,2.0
14.0,48.0,5000.0,36000.0,2.0,3.0
29.0,40.0,2093.7966359220695,26218.68181883906,2.0,3.0
18.0,40.0,6893.376392426969,20000.0,3.0,2.0
38.0,48.0,4056.419284254401,13000.0,3.0,2.0
22.0,48.0,500.0,12000.0,3.0,3.0
30.0,48.0,15733.36614706234,17000.0,2.0,3.0
28.0,42.0,2000.0,25000.0,2.0,3.0
28.0,48.0,3927.2314740521183,8400.0,1.0,2.0
48.0,36.0,4013.183373223598,21000.0,2.0,3.0
25.0,40.0,6301.944359859933,22000.0,2.0,2.0
33.0,40.0,5116.965354821159,23000.0,2.0,2.0
22.0,41.0,2055.8789453043155,23000.0,2.0,3.0
24.0,41.0,7962.441572060065,26000.0,2.0,2.0
22.0,41.0,3178.0400904491935,16000.0,2.0,3.0
18.0,41.0,2162.875113018118,17000.0,2.0,2.0
18.0,41.0,5732.948324036827,17000.0,2.0,3.0
24.0,36.0,14692.807017880461,36000.0,2.0,3.0
23.0,41.0,5199.156026545113,22000.0,2.0,3.0
20.0,41.0,3623.011670215018,33000.0,2.0,2.0
18.0,41.0,2014.8776055437288,24000.0,2.0,3.0
24.0,41.0,3173.130199020889,15000.0,2.0,3.0
33.0,36.0,3510.3728743359984,14000.0,2.0,2.0
36.0,40.0,1795.304579993885,55000.0,2.0,2.0
36.0,40.0,8839.58063280541,50000.0,2.0,3.0
30.0,40.0,10569.359270244937,40000.0,2.0,3.0
