yj13.2,yj72.18a,yj6.2,yj10.2,yj21b,yj1.1.1
8243.150436472337,1.0,33.07552832206275,7759.0115242239535,31.72918053647811,5.0
41667.246787720374,2.0,39.999999999999936,3767.4846761215986,6.729544359090969,5.0
13924.87360309476,3.0,39.999999999999936,7510.529841505557,29.99999999999995,5.0
14340.990719182604,3.0,39.99999999999997,5348.306535608522,29.99999999999998,5.0
23141.309876942687,2.0,30.28638701002487,5081.533634559107,27.99999999999993,5.0
28070.257717970257,2.0,41.20924650246858,5076.199079080417,28.395376748765656,5.0
19337.787050430965,2.0,39.99999999999995,1993.029427698935,28.6380929622759,5.0
17176.020843450126,2.0,39.99999999999994,1665.6443282658074,32.99394013905328,5.0
23551.70542956568,2.0,39.99999999999995,1304.02124505245,39.209566204543805,5.0
24730.788172482862,3.0,39.99999999999999,2966.3516198395014,35.1555263459749,5.0
8170.43869664207,3.0,32.88504449970674,896.3078329356649,0.0,5.0
31818.844919078096,2.0,26.5135456873573,5072.142019133388,27.9999999999999,5.0
24904.43309756411,2.0,39.999999999999964,2192.2643821304255,26.66845848604908,5.0
8044.494854541718,2.0,36.850219628460074,5097.87278103031,28.00000000000002,5.0
22627.222775435326,2.0,39.999999999999964,2267.99512031844,25.21584162973336,5.0
13349.980221730351,3.0,39.999999999999964,10497.78467802534,29.99999999999997,5.0
9308.079362269269,3.0,37.195867537895744,1038.5132783025006,0.0,5.0
12049.042034663818,3.0,39.99999999999999,14746.528059387183,13.997730579782772,5.0
18994.28217426275,2.0,39.99999999999997,1546.284812785565,34.999658220495064,5.0
10512.285101546078,1.0,39.99999999999997,5797.231340558281,33.271706253273976,5.0
9449.7261684112,1.0,39.99999999999994,3895.7886413758433,31.551866368157324,5.0
27472.206322350492,2.0,28.40338855549974,5076.846345401622,27.99999999999993,5.0
8563.201430418678,2.0,39.99999999999998,1202.5797029481835,38.264858603822084,5.0
34870.33345438209,2.0,39.99999999999999,3112.1219690632774,15.053421869377901,5.0
13284.42551920522,1.0,38.81003692871552,6709.256423445537,30.655327635103497,5.0
28443.45104766759,2.0,42.57085953535409,5075.795175941595,27.714570232322902,5.0
26852.019135546187,2.0,39.999999999999964,2488.1608214801254,22.73056392323573,5.0
13964.923516669789,3.0,39.99999999999997,7302.422909146623,29.99999999999998,5.0
12154.40875239718,3.0,47.98136657987416,1394.3053581862664,0.0,5.0
15890.256373274648,2.0,40.00000000000003,699.3982307216556,46.66613709697558,5.0
25190.61626559747,3.0,39.99999999999999,3023.8301493077597,36.59793217783297,5.0
19993.203566932825,2.0,39.99999999999997,1775.0133511059892,31.87448691930915,5.0
22879.311474687205,1.0,49.555769145547764,5849.2586929415775,30.119967150664145,5.0
30986.494175532625,2.0,39.99999999999997,2923.590793288737,17.138965727621645,5.0
10174.636576783932,3.0,40.479483285034334,1146.8332059819177,0.0,5.0
23483.8099558085,2.0,39.999999999999986,2587.960899910302,20.757419778038294,5.0
21319.2832500469,1.0,39.99999999999991,6744.780188647084,23.741074397583112,5.0
15643.561926603325,2.0,48.775444766528906,1403.800828898641,24.612277616735494,5.0
13282.71541312436,3.0,39.99999999999993,10847.30535672742,29.999999999999943,5.0
13169.523732576468,3.0,40.00000000000002,11435.470755967193,30.000000000000018,5.0
39770.77525321382,2.0,39.99999999999993,2584.804055036642,23.412539400695458,5.0
15669.912438274925,2.0,48.917776141250286,1436.0343454377976,24.541111929374804,5.0
10848.522735362412,3.0,43.03301716026305,1231.0691903332383,0.0,5.0
10107.266731825352,2.0,35.95336229051067,5095.64026142434,27.999999999999883,5.0
19372.597482069716,2.0,39.99999999999999,2354.6084089836836,23.450299923542445,5.0
30894.036896848524,2.0,39.99999999999999,3092.1214689476574,14.703539020604609,5.0
20237.773923345892,2.0,39.999999999999936,2758.942543491586,17.78146916039887,5.0
21694.159373901097,2.0,39.99999999999999,2271.488435101536,25.01615555441499,5.0
16317.684129608884,2.0,52.41669246144157,2228.4302264813473,22.79165376927916,5.0
22521.37762185192,2.0,39.99999999999997,2062.124799051474,28.155803434283573,5.0
8093.848230302709,1.0,39.99999999999995,6060.688666779193,36.103170716602556,5.0
25259.95113306336,2.0,40.00000000000001,2471.0783527669228,22.720811571114155,5.0
16736.59923666562,2.0,40.000000000000014,1571.2880513374573,34.27877106871102,5.0
13487.986300125243,3.0,40.0,8849.158345334861,24.06396290558618,5.0
14156.006683543683,3.0,39.99999999999994,6309.518602148284,29.999999999999954,5.0
4459.267664267727,2.0,39.99999999999992,986.9698932740712,40.70406649547347,5.0
13805.31049438248,3.0,39.99999999999996,8131.802387594768,29.999999999999964,5.0
19718.03467598664,2.0,39.999999999999986,2092.6337276367303,27.26840289888347,5.0
6963.450026862985,2.0,37.320239118755175,5099.042787067118,28.000000000000032,5.0
27551.37269618152,2.0,39.99999999999997,2475.8018039703134,23.020139162292068,5.0
12954.163069801902,3.0,51.0118483835979,1494.2749024605014,0.0,5.0
13361.942919196968,1.0,35.21947836800672,7940.932374299244,28.902959819240913,5.0
24565.719466027927,2.0,40.0,2193.5435433931507,26.595811236634745,5.0
27570.20272751764,2.0,39.99999999999996,2441.146661465194,23.52090944369764,5.0
9354.395466580263,3.0,37.37137157492216,1044.3028060859247,0.0,5.0
17615.45074486906,1.0,39.99999999999998,8177.097660398049,29.58912269005841,5.0
34765.152286975295,2.0,39.99999999999995,2429.2998538401644,24.843964173368924,5.0
17254.015752584048,2.0,39.999999999999964,1378.0598955833932,37.13702265571302,5.0
28064.233798375775,1.0,48.70582483107846,6833.751496813741,25.501315920138133,5.0
15672.676734580835,2.0,48.932707391856,1439.4159352273155,24.533646304071947,5.0
15776.03885960401,2.0,49.491014324640425,1565.8550342298886,24.254492837679734,5.0
30826.367960948748,2.0,39.99999999999998,2903.1312882226516,17.407168110657388,5.0
14186.130381634186,3.0,39.999999999999964,6152.990164473202,29.99999999999997,5.0
2182.201352167237,2.0,39.99999999999994,360.61336481760765,49.33557492624152,5.0
15811.000177563867,2.0,49.67985667082759,1608.6220137145324,24.16007166458615,5.0
40764.886877827936,2.0,59.99999999999978,32133.72574305163,19.000000000000057,5.0
22524.477153010965,2.0,39.99999999999996,1786.1372657194026,32.12031790637244,5.0
16904.61652843553,1.0,40.00000000000002,6163.3479837721,27.348774486350507,5.0
28167.937417801844,2.0,41.565635381248654,5076.093363473505,28.21718230937562,5.0
15626.627086574541,2.0,48.68397181556602,1383.0849936451987,24.658014092216938,5.0
13122.258152865563,3.0,39.99999999999996,11681.071655489135,29.999999999999964,5.0
16258.824029856012,2.0,33.27877216093212,5088.982487573341,28.00000000000003,5.0
10187.252604661815,3.0,40.52728876990281,1148.4102134829159,0.0,5.0
25280.683526920773,3.0,39.99999999999998,3035.0885604653545,36.88045850655785,5.0
19867.43259931839,2.0,39.999999999999986,2008.0412094732305,28.507347026397696,5.0
13495.995978016106,3.0,39.99999999999994,9739.059167675045,29.999999999999954,5.0
13898.513773964207,2.0,39.99999999999999,2296.5115629120837,23.4075947746455,5.0
34261.853336142856,2.0,40.00000000000003,2500.4228881251056,23.741774691510592,5.0
15677.492331689733,2.0,48.95871867259149,1445.3066891323444,24.520640663704203,5.0
13666.08965629511,1.0,40.00000000000001,6975.670625849234,31.81556953018123,5.0
8864.3635394391,1.0,40.00000000000002,5411.959532096099,34.37121587913545,5.0
24503.05545976568,2.0,39.999999999999964,3218.4806114544726,11.864565671338351,5.0
27880.64406677675,2.0,40.51743237254436,5076.404298829426,28.741283813727765,5.0
21003.14553166018,1.0,39.21530082759371,9526.516928668763,27.386458925285368,5.0
15326.166442953021,3.0,60.0,1790.7760792223446,0.0,5.0
13034.693076958703,3.0,39.99999999999998,10706.935460162644,20.892919380392115,5.0
17099.36391358252,1.0,39.99999999999989,7996.396434137812,29.8452382019643,5.0
12824.193460157827,3.0,39.999999999999986,11569.64716814088,19.42035501631595,5.0
23117.27472345895,2.0,39.99999999999996,2442.939991587368,22.781626961312305,5.0
16187.238407053666,1.0,39.999999999999964,7310.0619015360935,29.75871152643386,5.0
40764.88687782809,2.0,60.000000000000085,32133.725733673884,18.999999999999904,5.0
15724.550670921039,2.0,49.21290265954288,1502.8714656739983,24.39354867022851,5.0
15664.84879273989,2.0,48.89042503554557,1429.8402985326104,24.554787482227162,5.0
42309.15193662806,2.0,39.99999999999993,3306.7479971056073,13.449977607389036,5.0
15693.635393395001,2.0,49.0459148604059,1465.0539551744905,24.477042569796996,5.0
23338.59523506573,1.0,38.19980387016842,9347.85487405889,23.778180083136522,5.0
15772.105987590974,2.0,49.469771052889385,1561.043988907833,24.265114473555254,5.0
33335.19491974025,2.0,39.999999999999964,3037.4778646879677,15.879551354139249,5.0
12181.345457623043,2.0,39.99999999999999,1699.1008809948855,31.71306982811636,5.0
15860.720348102397,2.0,49.948418447248706,1669.4428724533566,24.025790776375594,5.0
5640.908556858969,1.0,39.99999999999998,2488.901341056677,33.33438034569713,5.0
31296.56253964871,2.0,39.99999999999996,3215.5041351099258,12.995889470772358,5.0
36307.95916928802,2.0,39.99999999999996,2931.208818049673,17.882244694302823,5.0
28087.611385994256,2.0,41.27256215864339,5076.180297442363,28.363718920678252,5.0
27954.594139852386,2.0,39.99999999999995,3001.1725885532096,15.538832810793902,5.0
15529.16977544672,1.0,40.0,6825.123389302671,29.711315433988062,5.0
11572.648885934039,2.0,39.999999999999964,2039.4844662294292,26.726593649110384,5.0
29651.972199153526,2.0,39.99999999999996,2458.2414566928874,23.608953614001162,5.0
13277.299809491518,3.0,39.99999999999998,9712.635937098901,22.590091252922033,5.0
28671.60145419558,2.0,39.99999999999998,2177.276152607944,27.4873752224416,5.0
28367.079110358278,2.0,40.0,2289.8544498259535,25.821613792769966,5.0
13422.412831858297,3.0,39.99999999999992,10121.411124353643,29.99999999999994,5.0
27639.924447426045,2.0,39.99999999999994,2235.919693104289,26.479763387064335,5.0
11896.690705658004,2.0,39.99999999999995,862.9192678587775,43.67756147144087,5.0
15746.763151975758,2.0,49.332882605431294,1530.043138584851,24.3335586972843,5.0
12650.123868112049,2.0,34.84777223125558,5092.888151028578,28.0,5.0
8675.423890230673,2.0,39.99999999999995,1968.488565729065,27.28206669435756,5.0
32685.414105037627,2.0,39.99999999999995,2372.213729430316,25.330642790802536,5.0
5873.905356109486,2.0,39.99999999999993,1703.9486948699737,30.632754003322784,5.0
14016.675620929338,3.0,39.999999999999964,7033.509178773686,29.99999999999997,5.0
21418.08167838326,2.0,31.035616661572448,5083.398668332856,27.999999999999986,5.0
25393.60995496036,2.0,39.99999999999998,2411.562060748607,23.59706315933477,5.0
28194.53331983381,2.0,41.66267175340847,5076.064576466076,28.168664123295713,5.0
22338.55773377021,1.0,48.96052711958654,6823.455886187886,31.520376188114337,5.0
25031.02147435265,3.0,40.00000000000001,3003.880794214182,36.097309312304105,5.0
19892.437745456555,2.0,39.99999999999998,2216.142888508139,25.52238275634735,5.0
20324.03988323028,2.0,31.511287007291134,5084.582740513231,27.999999999999954,5.0
13376.102502715095,1.0,33.15297518188571,7887.28016292725,26.80480310472631,5.0
50250.91325597688,2.0,39.999999999999986,4157.808497118139,2.4987333140907637,5.0
13494.670635041091,3.0,40.00000000000002,9745.945900659812,30.000000000000018,5.0
40764.886877827965,2.0,59.999999999999844,32133.72581124616,19.000000000000025,5.0
13452.509872027491,3.0,40.000000000000036,9965.021206284022,30.00000000000003,5.0
15877.10132037476,1.0,39.99999999999994,6161.975458427267,28.385289597340623,5.0
16066.700704875528,1.0,48.79783761154701,5362.703181488609,35.55534414336486,5.0
4864.844203495657,2.0,39.99999999999994,1846.2476454098498,28.427220369564484,5.0
11284.141143972467,2.0,39.99999999999995,1675.3851634745854,31.90993409555131,5.0
12712.438860509908,2.0,39.99999999999994,1849.0809314664427,29.644002389996622,5.0
11770.0453509603,3.0,39.999999999999986,15889.968171896722,12.045990332645598,5.0
42608.31843337532,2.0,39.99999999999998,2653.511315828842,22.880374881090486,5.0
15061.591527982437,1.0,39.99999999999997,6610.892217618787,29.869136704892956,5.0
9075.983895826685,3.0,36.3163960896346,1009.5012711104978,0.0,5.0
44849.59548628281,2.0,39.99999999999993,3354.771544074402,13.167287085027999,5.0
13803.143309781499,1.0,39.999999999999936,8019.152718650328,33.210235177585005,5.0
15783.467320143773,2.0,40.000000000000014,2040.907357148688,27.380886229187055,5.0
8016.9327494610525,3.0,32.30336964085126,877.1195406700226,0.0,5.0
16542.62606112831,2.0,40.00000000000002,1739.4778620362674,31.83197344197182,5.0
13188.7609035822,3.0,39.999999999999936,11335.510773837199,29.99999999999995,5.0
13837.033687036048,1.0,37.03824607384986,9181.15429794781,32.00968456457251,5.0
9156.388909053774,3.0,36.621072068507196,1019.5519233605039,0.0,5.0
16027.938187132775,2.0,50.85163980415248,1873.9944062772045,23.57418009792371,5.0
27584.591963298142,3.0,39.999999999999986,2531.686682529321,46.825937763917096,5.0
17910.516344798598,2.0,40.00000000000003,2605.8361880828174,19.607627577836237,5.0
29387.831664291894,1.0,48.874324575054565,8116.946036312436,26.212411656124143,5.0
15694.9839823875,1.0,40.00000000000001,6803.223206844874,29.511545052571293,5.0
17463.680925510398,1.0,39.99999999999996,6909.508905889556,27.880050506571646,5.0
17450.829621083285,2.0,39.99999999999996,2092.5511963518584,26.9062975392965,5.0
37558.86713766085,1.0,59.99999999999986,9442.044983445392,30.695369328992523,5.0
31344.208068934357,2.0,40.0,2651.3435636339323,21.106580848812747,5.0
27914.454643708137,2.0,39.999999999999964,2856.513566936425,17.610143152654167,5.0
10313.606202307325,3.0,41.006076155186754,1164.204453412776,0.0,5.0
12405.469672701842,3.0,39.99999999999999,13285.744894764333,16.491144326198857,5.0
13389.225627359654,3.0,39.99999999999993,10293.85812124523,29.999999999999943,5.0
27565.761428606093,2.0,39.999999999999964,1927.5268879770817,30.897335335480328,5.0
20869.41531624316,2.0,39.999999999999986,1898.0898368235278,30.24713705715495,5.0
11940.579601592237,1.0,36.51657906036875,8140.563433274683,31.891386007826537,5.0
19818.55712853981,2.0,39.99999999999995,2537.605811949987,20.893361872250317,5.0
35458.86531628445,2.0,39.999999999999986,2623.6545748396293,22.163599810593475,5.0
16018.943622905392,2.0,50.80305597749066,1862.9916213130514,23.598472011254618,5.0
22344.099823028642,2.0,39.99999999999998,1789.6263032936797,32.0413015505,5.0
15817.01511152409,2.0,49.71234612796172,1615.9796729051216,24.143826936019085,5.0
9453.675550396933,2.0,39.99999999999996,1141.1216788308009,39.290269168332955,5.0
6269.998935061718,1.0,33.05156176806321,5784.245653853923,30.79870924517842,5.0
6685.439461268688,2.0,39.99999999999994,1884.5453174926745,28.168876728057768,5.0
40764.88687782802,2.0,59.99999999999996,32133.72580655397,18.999999999999968,5.0
30665.846018018554,2.0,39.99999999999998,3456.8576768610565,9.428256349831788,5.0
14212.04950274597,2.0,40.00000000000003,1730.4894471048156,31.5876293593935,5.0
11435.502178492368,2.0,39.99999999999996,641.7180246809917,46.78078244288603,5.0
1947.830443895662,2.0,39.50094328526271,5104.471146079624,27.99999999999998,5.0
40391.80508322369,2.0,39.999999999999986,3177.426531559539,15.000195523467674,5.0
32640.48260277418,2.0,39.99999999999996,3305.0428066057584,11.925188546513796,5.0
7179.323852325111,1.0,37.7862624022343,5770.559173238609,34.45334512493297,5.0
13317.378496993006,3.0,39.99999999999994,10667.18941124628,29.999999999999954,5.0
10105.573898089384,1.0,39.99999999999998,6209.947700556827,34.28918239856569,5.0
32075.289067633585,2.0,39.99999999999999,2711.133848377463,20.364957236434268,5.0
25183.08322005594,2.0,39.99999999999997,1998.9501752185215,29.489686632234275,5.0
15817.553929028287,2.0,49.71525653201961,1616.6388920411282,24.142371733990142,5.0
15931.077443984179,2.0,50.32844986003719,1755.5081185179554,23.835775069981352,5.0
14055.884124336555,3.0,39.99999999999992,6829.774372925101,29.99999999999994,5.0
20183.58280597083,2.0,39.999999999999964,2428.942764798878,22.51258334785074,5.0
9615.667828540749,2.0,39.999999999999964,1985.380813827429,27.19010492158643,5.0
30468.383112338423,2.0,40.0,2213.275962915113,27.258220154704386,5.0
18451.044349816635,2.0,39.99999999999993,2206.3958577077665,25.4314144641684,5.0
33063.47729946446,2.0,39.99999999999993,2095.410223282774,29.36696020438312,5.0
13121.101083524733,3.0,39.99999999999996,11687.084006816578,29.999999999999964,5.0
8252.412410481998,3.0,33.19566470239812,906.5545732616656,0.0,5.0
12414.226587863304,3.0,48.96588545714397,1426.7826703315193,0.0,5.0
15715.96166621111,2.0,49.166509448546144,1492.3648375652517,24.416745275726875,5.0
10454.483991258774,3.0,41.53989956404514,1181.8142218795977,0.0,5.0
10060.019074582548,3.0,40.04516708660888,1132.5059817187132,0.0,5.0
22106.271903824152,2.0,39.99999999999999,2220.1937149282685,25.81893911802432,5.0
44588.28063510859,2.0,39.99999999999993,2319.481333853794,27.995321882716127,5.0
24414.505040571446,2.0,39.99999999999996,2957.444597239976,15.599645377326977,5.0
2293.7803709566797,2.0,40.000000000000014,766.4924760463879,43.52379932383313,5.0
24926.48010235584,3.0,40.0,2990.813118661194,35.769380055922085,5.0
12289.357103060238,3.0,48.49272177012063,1411.173944979426,0.0,5.0
12311.501284637076,3.0,39.999999999999964,15893.91781856227,29.99999999999997,5.0
13233.030661409266,3.0,39.999999999999964,11105.476731930858,29.99999999999997,5.0
24614.114303470084,2.0,39.99999999999996,2737.016507165432,18.797645963894606,5.0
18538.688918490057,1.0,39.999999999999936,7603.548992932721,27.813270747196942,5.0
12554.946851678982,3.0,40.000000000000014,12673.127568714463,17.536822082527408,5.0
15742.480287403236,2.0,49.30974886101109,1524.804044678494,24.345125569494403,5.0
25658.848389718343,2.0,39.99999999999994,2938.997899179722,16.06398581487852,5.0
9606.215002782305,3.0,38.32558276912851,1075.7803282769398,0.0,5.0
28319.65725370562,2.0,42.11919218270965,5075.929157909339,27.940403908645123,5.0
30961.83794467473,2.0,39.999999999999964,2825.879899740103,18.538439702208045,5.0
1320.631868974844,2.0,39.773638317836976,5105.1499583182,27.99999999999992,5.0
37519.07747988534,2.0,39.99999999999994,2576.6129126732767,23.16938335550012,5.0
15326.166442953046,3.0,60.0000000000001,1790.7760792223478,0.0,5.0
28273.13194149619,2.0,39.99999999999999,2338.971391476818,25.1010916928882,5.0
9944.234024651092,2.0,39.99999999999995,203.54671120436308,52.83529480600313,5.0
41037.739230085295,2.0,39.99999999999995,3262.3169482272097,13.884414467390869,5.0
13253.396786026022,3.0,39.99999999999997,10999.650493127798,29.99999999999998,5.0
27745.872777578945,2.0,39.99999999999995,2070.4435004155193,28.873479923387563,5.0
29168.750195854023,1.0,48.96383666888822,8538.401385756233,27.1399352648068,5.0
20340.22149225186,2.0,39.999999999999964,1558.279305280252,35.043050569814,5.0
13331.541307330934,3.0,39.99999999999996,10593.596767719446,29.999999999999964,5.0
19073.402949932024,2.0,23.70512611522844,5085.936293850376,24.89038242098986,5.0
12720.006333343632,3.0,39.99999999999994,13771.248255737895,29.999999999999954,5.0
15326.166442952914,3.0,59.999999999999595,1790.7760792223312,0.0,5.0
15051.150444654348,2.0,33.80384763275893,5090.289539740357,27.99999999999998,5.0
23646.75480234221,2.0,39.999999999999964,1773.8026723728226,32.47731074876866,5.0
33664.352178881796,2.0,39.99999999999997,2408.9657509855547,24.95963454331537,5.0
13344.666431722648,3.0,39.999999999999936,10525.396136802423,29.99999999999995,5.0
15151.616046212548,2.0,33.76016693642928,5090.180809205475,27.999999999999957,5.0
13893.467175259555,3.0,39.999999999999964,7673.72358575404,29.99999999999997,5.0
12687.466599927173,3.0,50.00126453117749,1460.937758824387,0.0,5.0
15772.467083199532,2.0,49.471721498292965,1561.4858674057634,24.264139250853464,5.0
30694.194919243684,2.0,39.99999999999999,2952.1128100934216,16.682466088737243,5.0
12454.435209166919,3.0,49.118246616767145,1431.8087607947277,0.0,5.0
10941.896599779244,2.0,35.59047973922637,5094.736948637244,27.999999999999975,5.0
13455.146269513065,3.0,39.999999999999964,9951.321985880608,29.99999999999997,5.0
41201.50748056372,2.0,39.99999999999998,3565.7455974854133,9.552500615380048,5.0
27133.781707480513,2.0,39.99999999999998,2634.914698119437,20.667882112446115,5.0
7104.2550448699985,3.0,28.844991091044868,763.0345370487798,0.0,5.0
14474.23106373972,2.0,39.99999999999999,2161.238186043238,25.442782198195452,5.0
23142.904659897893,1.0,49.39389129113741,5856.016379950824,29.706415289759374,5.0
15323.492268839826,2.0,33.68543814398264,5089.994786925649,27.999999999999922,5.0
13901.199882439769,3.0,39.99999999999996,7633.542975449112,29.999999999999964,5.0
5568.304204274967,2.0,37.926824259010836,5100.552739729119,27.99999999999993,5.0
14458.198296385028,3.0,39.99999999999989,4739.27377714513,29.999999999999915,5.0
13616.365575693177,3.0,39.99999999999993,9113.59595225695,29.999999999999943,5.0
37415.03888678507,2.0,39.99999999999997,2196.792959549667,28.60807888205037,5.0
10437.123612421212,3.0,41.47411647162782,1179.6441689982942,0.0,5.0
27398.89168828955,2.0,39.999999999999986,2828.3350678204415,17.932259800167834,5.0
20012.382241296604,2.0,39.99999999999992,1310.993232919477,38.54229613596158,5.0
8141.2398037724315,2.0,40.00000000000001,531.7320660678593,47.83265107997863,5.0
39235.63597570123,2.0,39.99999999999998,3894.6390346058984,4.513587685023644,5.0
11110.984371924633,3.0,44.027554103006246,1263.8769784571466,0.0,5.0
27913.767218379307,2.0,39.99999999999998,2843.9422078170783,17.790595876660575,5.0
16113.242763116346,2.0,33.34206836386241,5089.1400486242455,27.999999999999993,5.0
27816.51666550739,2.0,39.99999999999995,2540.0531866396564,22.13978068466487,5.0
35476.2377117281,1.0,59.999999999999844,7626.692954787595,30.133029633128096,5.0
33599.372547845654,2.0,39.99999999999992,2673.9515931398973,21.14322211211133,5.0
14530.047992533915,3.0,40.00000000000001,4788.466625473179,32.69258461097145,5.0
9393.716924233058,3.0,37.520371035530744,1049.2180008103555,0.0,5.0
10010.521974245607,3.0,39.857609409652596,1126.3188284193882,0.0,5.0
14834.33366114054,2.0,44.4044263619471,413.9010622458062,26.797786819026395,5.0
13629.018205388174,3.0,39.999999999999964,9047.850493227017,29.99999999999997,5.0
17088.527748109627,1.0,40.00000000000004,8231.69069693817,30.20190866663604,5.0
14818.146059756324,2.0,40.00000000000001,2535.525841264391,20.121984668877204,5.0
3761.9054320172017,2.0,38.71221502955769,5102.50778879183,27.999999999999925,5.0
39907.704700957875,2.0,39.999999999999964,3132.373071570276,15.56972895568263,5.0
35404.459670858814,2.0,39.999999999999964,3495.3128764807066,9.635225266045904,5.0
1427.5054893952529,2.0,39.72717152634984,5105.034288331187,27.999999999999947,5.0
37256.4018763659,2.0,39.999999999999915,3351.330409796865,12.00000000000038,5.0
13194.096479239519,3.0,39.999999999999986,11307.786112700713,29.99999999999999,5.0
13118.248627902336,2.0,39.99999999999995,1817.6082410712718,30.161071577829954,5.0
42852.768430332886,2.0,39.99999999999996,3066.4823800207805,16.988027813195707,5.0
8709.630519428796,3.0,34.92818571459174,963.706982433604,0.0,5.0
26746.302930698632,2.0,28.718998725783155,5077.631984715318,27.999999999999968,5.0
12151.808508846781,3.0,47.971513565525576,1393.9803269146896,0.0,5.0
32196.394156972772,2.0,39.999999999999986,3074.9340815849323,15.15908820859211,5.0
43080.078412290175,2.0,39.999999999999986,3288.4418178622414,13.83644074038777,5.0
22049.928820096986,2.0,39.99999999999994,2088.2766692734926,27.704639603971998,5.0
12347.406122763281,3.0,39.999999999999936,15707.349482895552,29.99999999999995,5.0
9806.632923307381,2.0,39.99999999999994,1203.2770956425074,38.45408584210649,5.0
31851.336365951887,2.0,39.99999999999994,2383.109382852517,25.04049792407197,5.0
6484.235517490681,2.0,39.999999999999986,1912.75720008681,27.731428279345458,5.0
17003.728262741737,2.0,32.95490075532963,5088.176284138891,27.99999999999997,5.0
6968.261579035494,1.0,33.709035333570455,5066.072951396028,29.675658855829408,5.0
14806.78065579477,2.0,44.255599759358,380.19643254744784,26.872200120320947,5.0
15869.193975082433,2.0,49.99418844943977,1679.8083254681967,24.002905775280063,5.0
6936.04976510933,2.0,37.33215227603937,5099.072439814504,28.000000000000025,5.0
15025.70142387001,2.0,40.0,1692.8063061690943,32.25925045198691,5.0
4560.436262410189,2.0,39.99999999999999,374.96221881049007,49.51056334332638,5.0
9099.916751755016,3.0,36.407084045702554,1012.4928857204698,0.0,5.0
15866.044096166308,2.0,49.97717448774045,1675.9553324473845,24.011412756129722,5.0
11787.114621997327,3.0,46.58959143772384,1348.393474959642,0.0,5.0
15921.155787847072,2.0,50.27485837858489,1743.371301946301,23.862570810707503,5.0
22135.301910940107,2.0,39.99999999999992,3182.636056859722,11.999999999999277,5.0
11441.448404304036,3.0,45.27977020877333,1305.185087706498,0.0,5.0
34208.44917905614,2.0,40.00000000000003,3066.0215627382363,15.609505131590033,5.0
23745.81081976698,2.0,39.99999999999999,1704.4764292312275,33.48891849559215,5.0
17497.246717319762,1.0,39.99999999999995,7701.005442278517,29.009071514310254,5.0
30759.161783612297,1.0,59.99999999999965,8358.812574541229,35.976384071033465,5.0
15858.594934284745,2.0,49.93693809824113,1666.8429138602053,24.031530950879382,5.0
23065.637416822192,1.0,51.27022875572185,6487.877552521697,32.533412037625645,5.0
33154.34954545236,2.0,39.99999999999996,3095.449194957676,15.017928950137497,5.0
38747.78020394282,2.0,39.999999999999964,2283.000974604315,27.58342492804554,5.0
34651.62745632472,2.0,40.00000000000001,2370.3444399125756,25.672551944407,5.0
28423.79639123503,2.0,40.00000000000002,2084.301773873493,28.78306171746921,5.0
16290.573654683794,2.0,39.999999999999986,1653.7661464314501,33.02266531094812,5.0
32638.176119374344,1.0,59.99999999999979,7201.413366306734,32.37665614208676,5.0
9578.018177127642,2.0,39.99999999999995,1424.1992116112665,35.24434177959154,5.0
14063.733008298235,3.0,39.999999999999964,6788.990086071488,29.99999999999997,5.0
2703.8149588330657,1.0,39.99999999999996,4099.053718967762,38.668761901053244,5.0
27075.97008960603,2.0,40.000000000000014,2098.4163922200946,28.36436109959186,5.0
15924.257831466468,2.0,50.29161395958828,1747.166052263395,23.854193020205805,5.0
26114.575216694717,2.0,39.99999999999997,2167.964759568272,27.21138428552812,5.0
10088.597472418653,2.0,35.96147935981793,5095.660465796804,27.999999999999975,5.0
14654.72708006513,2.0,43.43428764464011,5090.718586709936,27.282856177679893,5.0
14020.701476491857,2.0,39.99999999999994,1169.7767408094678,39.61050300366348,5.0
15364.41667713011,2.0,47.26765138476756,1062.3324733496245,25.366174307616166,5.0
26098.46627617279,2.0,40.0,2093.1193252065746,28.283810366775896,5.0
22536.508407602734,2.0,39.99999999999998,2268.8448295907056,25.18910150604713,5.0
13432.815227892848,3.0,40.000000000000014,10067.358305391193,30.00000000000001,5.0
13728.042877711487,2.0,34.379111792299305,5091.721529206688,27.999999999999996,5.0
17440.674901784925,2.0,40.00000000000004,1565.4904418707315,34.474861232964514,5.0
19450.09995667084,2.0,31.891260888403934,5085.528598395936,27.999999999999954,5.0
18015.854621275044,2.0,32.51484581683689,5087.080868913466,27.99999999999996,5.0
33345.39656907568,2.0,39.999999999999964,1793.5611630725211,33.747602200638724,5.0
13070.138645816152,3.0,39.999999999999936,11951.894480307303,29.99999999999995,5.0
38261.96324429368,2.0,39.99999999999992,3362.548696694093,11.999999999999247,5.0
31887.334745153894,1.0,49.7345312714,9214.945936702063,26.13401303517548,5.0
12636.69948627831,3.0,49.80889443602163,1454.591853456768,0.0,5.0
15326.166442952985,3.0,59.999999999999865,1790.77607922234,0.0,5.0
13441.60722181453,3.0,39.999999999999964,10021.673440655293,29.99999999999997,5.0
12295.11754355307,3.0,39.99999999999996,15979.050838666499,29.999999999999964,5.0
12140.683357637105,2.0,39.999999999999986,2153.885693137319,25.17446516077535,5.0
13961.583821397911,2.0,34.27757225156608,5091.468769089468,28.000000000000025,5.0
