yj21b,yj6.2,yj10.2,yj13.2,yj1.1.1,yj72.18a
28.0,36.0,10286.313927861234,22000.0,1.0,2.0
31.0,48.0,3330.665911296963,33093.242906177926,2.0,2.0
16.0,48.0,5640.93876617293,47376.38632214018,2.0,2.0
26.0,40.0,16204.041196487384,9000.0,2.0,2.0
29.0,48.0,5361.593038630396,35000.0,2.0,2.0
35.0,30.0,5551.177099547453,20429.665018077478,1.0,3.0
23.0,50.0,5552.451207738149,18000.0,2.0,2.0
32.0,48.0,5241.390759184682,19000.0,1.0,2.0
32.0,48.0,5921.618431983516,19000.0,1.0,2.0
14.0,48.0,1727.7885630859469,25000.0,2.0,2.0
24.0,40.0,2893.5560426776997,40008.56571438842,1.0,3.0
30.0,48.0,1500.0,19000.0,2.0,2.0
33.0,36.0,9682.890557399025,14000.0,2.0,2.0
36.0,40.0,7863.967095004606,50000.0,1.0,3.0
48.0,36.0,9236.850024376983,30000.0,2.0,3.0
28.0,40.0,5621.377134313569,13000.0,2.0,2.0
28.0,35.0,3961.7709779774646,9000.0,2.0,1.0
36.0,35.0,5000.0,17000.0,1.0,3.0
28.0,40.0,456.3651931100799,60000.0,1.0,3.0
28.0,40.0,3548.8121444546387,18000.0,2.0,3.0
28.0,48.0,6117.500906951991,13000.0,4.0,2.0
40.0,48.0,2930.6553737465847,35000.0,2.0,1.0
31.0,60.0,1199.1458994541392,24721.268156360962,4.0,2.0
25.0,50.0,1000.0,25000.0,3.0,1.0
48.0,60.0,1607.4591953241866,35000.0,2.0,3.0
28.0,40.0,3406.5115461931705,60000.0,2.0,3.0
25.0,60.0,2398.2918218389877,45000.0,2.0,3.0
17.0,40.0,4051.7228065839254,21000.0,1.0,2.0
14.0,40.0,3637.081739291397,40600.0,2.0,2.0
35.0,40.0,1999.0986350407363,30000.0,1.0,3.0
28.0,40.0,2574.753946960186,40000.0,2.0,3.0
14.0,45.0,6315.478746676366,65000.0,3.0,3.0
43.0,40.0,9325.270539996298,40000.0,2.0,3.0
28.0,40.0,10390.84506798218,35000.0,1.0,3.0
30.0,40.0,5727.156164443134,20000.0,1.0,1.0
24.0,40.0,15102.90486713781,50000.0,2.0,3.0
36.0,48.0,7059.084679958586,35000.0,2.0,2.0
24.0,40.0,4228.166766965616,35000.0,2.0,3.0
24.0,55.0,18844.391593863627,38000.0,1.0,2.0
28.0,40.0,19331.672062972306,25000.0,4.0,2.0
28.0,40.0,13560.521068699232,50000.0,2.0,3.0
23.0,35.0,4820.354405278709,35000.0,4.0,2.0
28.0,36.0,5895.6011606967595,30000.0,2.0,3.0
28.0,40.0,1926.1544128223027,50000.0,2.0,3.0
14.0,40.0,7979.1842587485735,25000.0,2.0,2.0
20.0,50.0,4370.938493032863,30000.0,2.0,2.0
28.0,40.0,7000.0,38000.0,2.0,2.0
28.0,40.0,4203.2659880087795,45000.0,2.0,1.0
41.0,50.0,3824.8971853534003,45000.0,2.0,3.0
28.0,40.0,2100.444419553988,32000.0,2.0,3.0
46.0,32.0,3116.4608616173837,67941.72673956736,2.0,3.0
32.0,33.0,8514.604841893639,20000.0,4.0,2.0
28.0,40.0,500.0,22000.0,3.0,3.0
28.0,40.0,6619.3075396114755,23000.0,4.0,2.0
28.0,40.0,2591.7224117431756,12200.0,3.0,1.0
35.0,40.0,2000.0,15000.0,2.0,1.0
45.0,48.0,1001.9888432314397,28000.0,3.0,1.0
36.0,40.0,896.9644469393868,14200.0,1.0,3.0
42.0,30.0,5000.0,16000.0,1.0,3.0
11.0,40.0,3792.244343699919,15000.0,1.0,4.0
50.0,40.0,5603.322323135422,26785.30070639974,2.0,2.0
23.0,30.0,8877.436089379516,24914.68727884819,3.0,1.0
14.0,40.0,9000.0,32000.0,3.0,3.0
24.0,48.0,8200.583001783245,15000.0,1.0,1.0
28.0,60.0,1936.8930345167107,12000.0,3.0,2.0
20.0,40.0,4531.436973269932,23000.0,2.0,2.0
34.0,50.0,19909.80433663417,9000.0,3.0,2.0
28.0,40.0,10472.008754306487,19000.0,3.0,2.0
27.0,40.0,16936.193884462147,30000.0,1.0,2.0
35.0,48.0,5748.808570768261,35000.0,2.0,2.0
19.0,40.0,4489.901046853187,25000.0,2.0,3.0
28.0,40.0,7008.205297542007,27000.0,2.0,3.0
35.0,60.0,8021.410712649223,8000.0,3.0,2.0
18.0,41.0,9671.345798421255,22000.0,2.0,2.0
18.0,41.0,7726.183367486189,20000.0,2.0,2.0
36.0,48.0,1024.7644758397141,18000.0,2.0,2.0
36.0,40.0,9448.366957916478,20500.0,2.0,2.0
36.0,48.0,6325.058378397549,35000.0,2.0,2.0
14.0,39.0,7892.2139668604505,16000.0,2.0,2.0
40.0,40.0,7772.021993187949,35000.0,2.0,3.0
18.0,48.0,4241.592867016048,20000.0,2.0,2.0
48.0,36.0,2731.1933890909136,30000.0,2.0,3.0
36.0,48.0,3114.3969785526024,25000.0,2.0,2.0
30.0,56.0,3285.0268690399566,20000.0,1.0,2.0
30.0,45.0,6386.98029904711,35000.0,2.0,3.0
28.0,40.0,5243.365167037709,50000.0,1.0,2.0
26.0,48.0,2861.7502145599465,17000.0,3.0,2.0
26.0,55.0,6465.749184240358,34000.0,3.0,1.0
29.0,40.0,3310.0792560935315,50000.0,2.0,1.0
25.0,50.0,9806.472763051108,45000.0,3.0,1.0
19.0,42.0,2873.659121319858,20000.0,2.0,1.0
28.0,48.0,2389.6399662420336,28000.0,3.0,2.0
28.0,40.0,1082.5466337892644,50000.0,2.0,1.0
28.0,45.0,1081.7755248705905,35000.0,4.0,1.0
24.0,40.0,3542.749430701986,50000.0,2.0,3.0
39.0,40.0,6854.633463565407,21616.884398648355,2.0,2.0
39.0,35.0,5150.24007679319,15000.0,2.0,2.0
29.0,40.0,2150.345960423247,40000.0,2.0,2.0
28.0,30.0,7808.139965238975,10000.0,3.0,2.0
15.0,45.0,5442.660936091722,7000.0,2.0,2.0
32.0,40.0,3879.794555200144,10000.0,2.0,2.0
32.0,30.0,3088.429159774606,8300.0,1.0,2.0
36.0,40.0,2177.567389275958,9300.0,2.0,2.0
28.0,40.0,6319.168299461594,12600.0,2.0,2.0
28.0,40.0,4514.388408553985,12800.0,1.0,2.0
28.0,40.0,3701.3725292227577,34000.0,1.0,3.0
25.0,40.0,7522.363062303898,8600.0,2.0,1.0
25.0,40.0,4520.905556826862,23000.0,2.0,3.0
48.0,32.0,6790.619242363425,15700.0,2.0,3.0
25.0,40.0,927.9806711939366,15000.0,2.0,3.0
36.0,35.0,15008.847182396703,17000.0,2.0,2.0
28.0,38.0,9523.684616447043,10000.0,2.0,2.0
37.0,48.0,17408.466974188228,44717.09398304669,2.0,3.0
32.0,40.0,11711.29654139644,25556.57243576651,2.0,2.0
14.0,40.0,2999.58326716129,36000.0,3.0,2.0
14.0,48.0,12177.594131117474,25000.0,2.0,2.0
21.0,40.0,7911.344846768271,20000.0,2.0,2.0
28.0,40.0,15953.235939061526,13000.0,3.0,2.0
28.0,40.0,8000.546446129956,30000.0,2.0,3.0
32.0,30.0,4136.919691744683,10000.0,2.0,3.0
29.0,40.0,8381.094252417015,30000.0,2.0,2.0
14.0,48.0,3135.00353412478,17000.0,2.0,2.0
28.0,40.0,3088.507020132057,18000.0,4.0,2.0
30.0,48.0,4688.836660606608,25000.0,2.0,2.0
32.0,48.0,7081.4417399048925,36000.0,1.0,3.0
14.0,40.0,1696.3707333243733,30000.0,2.0,3.0
50.0,36.0,2744.833820827157,40000.0,2.0,3.0
34.0,40.0,2215.930884341033,55000.0,2.0,2.0
14.0,40.0,8421.695630946133,20000.0,2.0,3.0
24.0,41.0,15670.1762429771,21400.0,2.0,3.0
34.0,60.0,6437.872614147136,16000.0,4.0,3.0
27.0,28.0,3909.853908216185,28800.0,2.0,2.0
21.0,40.0,5851.96033265947,22900.0,2.0,2.0
21.0,30.0,703.8494548904854,18000.0,2.0,2.0
24.0,60.0,7923.012422850862,24600.0,2.0,2.0
31.0,40.0,7071.686468312027,21400.0,2.0,2.0
28.0,40.0,7669.6591323495395,40000.0,3.0,3.0
28.0,40.0,6844.476725497663,45000.0,1.0,3.0
37.0,48.0,15803.611199764146,30000.0,3.0,2.0
14.0,40.0,6057.980570603861,36000.0,3.0,3.0
36.0,48.0,6956.74838472569,30000.0,1.0,2.0
24.0,40.0,6471.053680398571,40000.0,2.0,2.0
24.0,40.0,14153.129265212836,40000.0,2.0,2.0
28.0,40.0,9052.962708316953,62500.0,2.0,3.0
23.0,40.0,2500.5012599552433,50000.0,2.0,3.0
40.0,28.0,993.8835392661274,34798.31684672575,2.0,2.0
28.0,40.0,14223.86307297764,22000.0,2.0,2.0
35.0,48.0,9605.44989010439,15000.0,3.0,2.0
28.0,40.0,5946.230309208515,23000.0,2.0,1.0
25.0,56.0,11065.771179516834,18000.0,4.0,1.0
29.0,48.0,6260.581117132129,9000.0,1.0,2.0
14.0,60.0,3141.842710535121,40000.0,3.0,2.0
18.0,36.0,2839.1821682682103,30000.0,2.0,2.0
18.0,40.0,2966.2487896260754,9927.81053619845,3.0,2.0
14.0,40.0,2758.7940856745918,15000.0,3.0,3.0
37.0,40.0,4722.836287504538,15000.0,2.0,3.0
14.0,40.0,4346.048870494669,20000.0,2.0,3.0
30.0,40.0,3999.61303755632,19000.0,2.0,2.0
29.0,48.0,4425.598855235796,8000.0,2.0,1.0
15.0,40.0,4954.348780135633,28500.0,2.0,3.0
28.0,48.0,3188.893304751246,13600.0,4.0,2.0
28.0,40.0,14721.31540718308,13130.0,3.0,2.0
20.0,45.0,15609.865311630909,35000.0,2.0,2.0
28.0,48.0,12662.447472722799,25000.0,2.0,3.0
28.0,48.0,7438.957351549285,13000.0,2.0,2.0
43.0,35.0,5696.191677694898,10000.0,1.0,3.0
32.0,48.0,5612.512590330934,13000.0,3.0,1.0
21.0,48.0,1000.0,22000.0,3.0,2.0
18.0,40.0,2911.6963791259423,20000.0,2.0,2.0
34.0,40.0,1528.892713255333,23000.0,2.0,2.0
21.0,40.0,6437.335295605156,27000.0,2.0,2.0
28.0,40.0,8000.0,33000.0,2.0,3.0
18.0,48.0,2327.625322691777,13000.0,2.0,2.0
28.0,40.0,3388.7313336304474,25000.0,2.0,2.0
28.0,37.0,2725.2629464373636,35000.0,2.0,3.0
28.0,40.0,3627.1297379912776,43300.0,2.0,1.0
46.0,45.0,4297.298370383755,50000.0,2.0,2.0
42.0,35.0,8533.147214067007,25000.0,2.0,3.0
36.0,40.0,5045.674071417031,54900.0,2.0,3.0
28.0,40.0,13968.949428755446,16000.0,3.0,2.0
20.0,40.0,4100.797132661832,40000.0,2.0,4.0
24.0,48.0,4005.050072034063,45000.0,3.0,2.0
24.0,40.0,2032.476000750577,30000.0,3.0,1.0
18.0,40.0,618.0293547284184,40000.0,2.0,3.0
21.0,35.0,4555.845026913165,50000.0,2.0,3.0
21.0,48.0,12294.981130299295,18000.0,3.0,2.0
28.0,48.0,5249.7518679968225,28000.0,2.0,2.0
28.0,60.0,2684.370061740609,40000.0,1.0,2.0
28.0,48.0,6643.715454663375,30000.0,1.0,2.0
28.0,40.0,5000.0,40000.0,2.0,3.0
28.0,40.0,5000.0,20000.0,2.0,2.0
35.0,54.0,9361.590102840797,33000.0,4.0,3.0
24.0,35.0,2806.0622503377713,16000.0,2.0,2.0
24.0,35.0,10651.863667314876,13000.0,2.0,2.0
31.0,36.0,13722.478579443377,25148.920056324165,4.0,3.0
36.0,40.0,4283.158464784545,25000.0,2.0,3.0
45.0,40.0,8551.652066611543,20000.0,2.0,2.0
35.0,60.0,3265.1786233423513,16920.698997715786,1.0,2.0
36.0,40.0,725.4279818399264,13000.0,3.0,2.0
36.0,48.0,3500.0,20000.0,3.0,2.0
28.0,48.0,768.1130048128044,28000.0,2.0,2.0
45.0,40.0,6072.8491244970155,38000.0,4.0,3.0
31.0,30.0,17477.523362731343,10000.0,2.0,3.0
36.0,35.0,2123.3549555435925,32000.0,2.0,2.0
28.0,48.0,6426.71613575827,10000.0,2.0,2.0
51.0,36.0,6249.232331669156,30000.0,2.0,2.0
44.0,60.0,16265.36763572231,35000.0,3.0,2.0
21.0,36.0,2207.4166578398404,28000.0,2.0,3.0
28.0,60.0,3641.2325312951657,50000.0,2.0,3.0
28.0,36.0,1154.2052913653276,55000.0,2.0,3.0
26.0,36.0,4689.778913995413,20000.0,2.0,1.0
36.0,40.0,4586.4037661314715,50000.0,2.0,3.0
36.0,48.0,6938.726412035373,18100.0,2.0,2.0
18.0,40.0,2760.4343741173657,26000.0,2.0,2.0
27.0,48.0,3151.5670231250747,18000.0,2.0,2.0
23.0,50.0,4340.853657369395,45600.0,2.0,2.0
40.0,35.0,15978.709657644109,23800.0,2.0,2.0
21.0,48.0,5943.32452418881,19400.0,2.0,3.0
13.0,43.0,5000.0,35000.0,4.0,2.0
16.0,43.0,5000.0,35000.0,3.0,1.0
18.0,48.0,2239.146007562446,40000.0,2.0,2.0
23.0,40.0,953.27197008725,30000.0,2.0,2.0
30.0,42.0,6360.314552142555,13000.0,4.0,2.0
31.0,40.0,18104.973501663542,30000.0,2.0,2.0
18.0,35.0,8052.433557698736,13000.0,3.0,2.0
14.0,40.0,3207.8635634721377,24000.0,4.0,2.0
42.0,42.0,3473.9992402419125,25000.0,2.0,2.0
28.0,48.0,4474.665277643482,30000.0,2.0,2.0
29.0,48.0,14377.846459518134,54399.73363420673,2.0,2.0
28.0,40.0,5297.603191147177,32000.0,2.0,3.0
28.0,40.0,3806.4437479929193,30000.0,3.0,2.0
45.0,36.0,10000.0,35000.0,1.0,2.0
28.0,48.0,1595.9769695130822,20000.0,2.0,2.0
36.0,40.0,4063.5767938806757,20000.0,3.0,2.0
35.0,40.0,10000.0,40000.0,1.0,3.0
31.0,56.0,5078.410151734808,15000.0,1.0,2.0
28.0,48.0,4943.862568232089,35000.0,2.0,3.0
36.0,40.0,1986.286011615873,20000.0,2.0,2.0
15.0,36.0,4304.911090313587,22000.0,2.0,2.0
22.0,40.0,8520.723425968448,25000.0,1.0,2.0
28.0,48.0,4953.377023111975,20000.0,2.0,1.0
30.0,42.0,8101.882659054814,30000.0,2.0,3.0
30.0,40.0,2086.9507667328426,30000.0,3.0,2.0
34.0,40.0,3000.0,15000.0,3.0,2.0
42.0,45.0,1385.4364051465905,18000.0,2.0,2.0
28.0,35.0,6042.111599365876,10400.0,3.0,2.0
38.0,28.0,8780.873471425843,13050.0,3.0,2.0
35.0,35.0,19465.4414131682,11000.0,3.0,2.0
28.0,35.0,3165.1896128779354,23000.0,3.0,2.0
35.0,40.0,15205.616413300888,20000.0,1.0,3.0
14.0,40.0,17947.081353268433,30000.0,2.0,2.0
14.0,40.0,11664.07999055156,25000.0,3.0,2.0
14.0,40.0,7005.70205877102,50000.0,2.0,2.0
14.0,60.0,5000.0,30000.0,1.0,2.0
28.0,40.0,3539.3840494966744,35000.0,2.0,2.0
32.0,40.0,10089.59815652161,9000.0,1.0,3.0
14.0,48.0,4225.089314653919,27000.0,1.0,2.0
36.0,40.0,3000.0,24000.0,1.0,3.0
38.0,60.0,2991.4550602586746,9625.082259772807,3.0,2.0
14.0,48.0,4596.81601662183,25000.0,3.0,2.0
30.0,50.0,7579.077090170661,30000.0,2.0,3.0
32.0,40.0,3011.499721905309,8047.232361383035,3.0,3.0
18.0,32.0,2510.173003743645,23385.26159162932,2.0,2.0
32.0,40.0,2000.0,30000.0,2.0,2.0
28.0,40.0,10274.977374216624,33000.0,3.0,3.0
28.0,40.0,8308.61200055301,40000.0,1.0,3.0
28.0,40.0,1947.1552379517484,20000.0,3.0,2.0
31.0,40.0,3734.196298619416,25000.0,2.0,2.0
14.0,40.0,693.1027439127962,30000.0,3.0,2.0
28.0,40.0,7250.873420279063,20000.0,2.0,2.0
20.0,40.0,6710.729972116538,20000.0,1.0,1.0
29.0,40.0,9000.0,19000.0,3.0,2.0
23.0,40.0,1922.0612652892544,67611.38540826186,1.0,1.0
29.0,36.0,5961.930684867295,20000.0,2.0,3.0
37.0,48.0,8232.989931946782,40000.0,3.0,2.0
28.0,30.0,6798.148305895946,17000.0,3.0,3.0
28.0,36.0,2066.4584507829145,12000.0,2.0,1.0
36.0,40.0,4852.447499068247,20000.0,3.0,2.0
14.0,48.0,1372.7433860011222,14000.0,2.0,2.0
14.0,40.0,2283.2928398241984,16000.0,3.0,2.0
20.0,40.0,10441.933165336062,40000.0,2.0,3.0
30.0,36.0,4000.0,25000.0,2.0,2.0
18.0,54.0,2355.2229390743696,27479.774931888925,1.0,2.0
24.0,40.0,4416.2364993047395,30000.0,3.0,3.0
34.0,60.0,6925.570320835941,19000.0,3.0,2.0
44.0,60.0,7105.849241027701,15000.0,3.0,2.0
28.0,40.0,1800.0,13000.0,2.0,3.0
28.0,40.0,4976.194603245438,15000.0,5.0,1.0
42.0,54.0,3903.9375471084522,44278.867183530805,3.0,1.0
28.0,30.0,7187.044039040964,17000.0,2.0,2.0
30.0,48.0,4000.0,23000.0,2.0,2.0
34.0,48.0,5731.268651010228,15000.0,2.0,2.0
14.0,40.0,2598.488724679247,12000.0,2.0,2.0
37.0,48.0,6523.904612587389,10000.0,3.0,2.0
35.0,60.0,4142.885526609696,18000.0,3.0,2.0
28.0,40.0,12885.067967263338,14000.0,2.0,2.0
29.0,40.0,16172.330651677266,10000.0,2.0,2.0
28.0,40.0,3733.5463970583314,18000.0,3.0,1.0
14.0,40.0,9384.932179701707,18000.0,2.0,2.0
32.0,36.0,3099.8611504400137,18000.0,3.0,2.0
39.0,60.0,2653.9786032404227,16106.499244283139,3.0,2.0
19.0,48.0,15199.85011407554,22919.94859742176,3.0,1.0
28.0,41.0,4955.42722119861,38524.82510999595,3.0,1.0
34.0,60.0,1330.7710674436205,19521.808864903905,3.0,1.0
21.0,40.0,2338.2526641132517,49373.7334783484,2.0,1.0
28.0,41.0,5064.4505353315835,8114.878343255831,3.0,1.0
28.0,40.0,10401.821454734578,13000.0,3.0,2.0
28.0,40.0,10972.898241272043,20000.0,2.0,2.0
30.0,40.0,1708.11486409182,20000.0,2.0,1.0
28.0,40.0,1544.1302600411343,15000.0,2.0,2.0
44.0,50.0,5297.512702423161,40000.0,2.0,2.0
35.0,40.0,1932.7158241049112,35000.0,2.0,2.0
20.0,40.0,3000.0,29000.0,2.0,3.0
15.0,40.0,5626.103030260625,14000.0,2.0,2.0
14.0,32.0,800.0,17000.0,3.0,1.0
34.0,48.0,2520.066700695153,10000.0,3.0,2.0
28.0,40.0,8419.659219469102,30000.0,2.0,3.0
28.0,40.0,6203.535675295582,20000.0,2.0,2.0
32.0,35.0,2245.606249417247,8000.0,2.0,3.0
32.0,40.0,2883.7146581381876,14000.0,2.0,3.0
25.0,41.0,2214.8960659517907,13000.0,4.0,2.0
32.0,40.0,7762.0115729365325,19000.0,2.0,2.0
25.0,52.0,6182.63509425103,40000.0,2.0,3.0
30.0,40.0,6185.6608646556415,29000.0,2.0,2.0
42.0,48.0,7968.45951962931,20000.0,2.0,2.0
28.0,40.0,2715.5927563359587,25000.0,2.0,2.0
43.0,48.0,3047.337825711326,40000.0,3.0,2.0
19.0,40.0,4396.098067574203,16500.0,2.0,2.0
36.0,30.0,1153.5934805650193,15000.0,2.0,1.0
43.0,48.0,17977.881478283733,30000.0,2.0,2.0
36.0,35.0,8260.983350283926,19068.0,2.0,2.0
36.0,48.0,14049.072052881847,30000.0,2.0,2.0
32.0,48.0,19218.389556463095,20000.0,2.0,2.0
28.0,40.0,15341.058826006152,16000.0,2.0,2.0
28.0,40.0,5000.0,23000.0,3.0,3.0
29.0,40.0,6110.480772724765,18000.0,5.0,2.0
36.0,40.0,5927.578465881569,21000.0,2.0,2.0
15.0,48.0,3403.4628969707805,38000.0,2.0,3.0
15.0,40.0,4579.8859798971425,35000.0,2.0,1.0
28.0,40.0,1200.0,13000.0,3.0,3.0
23.0,40.0,2229.1743008654416,14000.0,3.0,3.0
44.0,36.0,4108.123832680714,20000.0,3.0,2.0
47.0,36.0,3884.607252334753,46333.0,3.0,2.0
40.0,38.0,1244.8650330911153,11916.49406146143,3.0,2.0
32.0,35.0,1722.114596177566,16295.903565948438,2.0,3.0
15.0,40.0,11000.0,34000.0,3.0,1.0
28.0,40.0,10253.136846665708,12000.0,1.0,2.0
42.0,36.0,5216.846322472243,28000.0,3.0,2.0
35.0,36.0,7000.0,25000.0,2.0,2.0
30.0,40.0,6000.0,30000.0,1.0,2.0
28.0,45.0,6000.0,30000.0,2.0,1.0
41.0,48.0,1924.735070725501,13439.390677772042,2.0,2.0
28.0,60.0,1072.850845047722,25000.0,3.0,2.0
20.0,40.0,5948.645373904753,12000.0,2.0,2.0
24.0,60.0,2362.3373020518525,24000.0,3.0,2.0
28.0,30.0,2449.374697584971,7000.0,1.0,2.0
28.0,40.0,1183.3859987179662,30000.0,2.0,2.0
28.0,40.0,5000.0,40000.0,1.0,3.0
28.0,40.0,5064.261639673879,25000.0,1.0,1.0
28.0,40.0,3450.616919220302,30000.0,2.0,1.0
28.0,40.0,2079.13521227114,30000.0,1.0,1.0
20.0,50.0,5927.11933168885,30000.0,1.0,1.0
15.0,40.0,6432.1576227787555,27912.19937448438,2.0,2.0
16.0,40.0,2832.947676793472,41984.24646024704,2.0,2.0
28.0,40.0,2172.0436814756445,40000.0,2.0,1.0
14.0,40.0,3646.2080468570307,50000.0,2.0,3.0
42.0,40.0,5000.0,25000.0,2.0,3.0
37.0,40.0,10541.8485918992,25000.0,4.0,2.0
28.0,40.0,1455.4095940146735,40000.0,1.0,2.0
14.0,40.0,5304.690399385041,20000.0,2.0,1.0
28.0,40.0,7392.9201110351605,17000.0,2.0,3.0
24.0,40.0,1989.6388523707649,25000.0,3.0,2.0
30.0,40.0,2653.908611373643,18700.0,2.0,3.0
35.0,40.0,3713.5025697466235,15000.0,2.0,2.0
21.0,48.0,1366.8646470453145,11000.0,3.0,2.0
30.0,35.0,6022.321787712165,14000.0,2.0,2.0
48.0,56.0,4480.353074394625,27868.879759255145,2.0,2.0
28.0,48.0,2061.313538069078,29000.0,3.0,2.0
14.0,40.0,1240.3317045917145,26000.0,2.0,2.0
28.0,40.0,2596.599390279472,40000.0,2.0,3.0
28.0,48.0,9092.562395050149,45000.0,2.0,2.0
28.0,36.0,19564.1284779445,25000.0,2.0,2.0
28.0,40.0,4000.0,28000.0,3.0,1.0
30.0,40.0,3323.0861917981442,23000.0,2.0,3.0
30.0,40.0,2091.4592161698956,40000.0,2.0,3.0
28.0,40.0,5772.871976292118,20000.0,2.0,2.0
28.0,40.0,5124.831928760548,31000.0,2.0,2.0
42.0,36.0,8824.783179973605,25000.0,2.0,2.0
30.0,40.0,7300.0,23000.0,2.0,2.0
24.0,40.0,5046.3656767055345,25000.0,3.0,3.0
28.0,40.0,3939.6938237869335,15000.0,2.0,2.0
28.0,40.0,11020.460942864907,35000.0,2.0,3.0
30.0,60.0,5364.21468826016,22921.768201604944,3.0,1.0
50.0,30.0,1288.7916999177473,10000.0,2.0,3.0
23.0,30.0,7021.791923329775,8000.0,3.0,2.0
10.0,40.0,3062.9883661686326,15000.0,2.0,3.0
20.0,48.0,17991.80620282339,32618.84553151746,3.0,2.0
28.0,40.0,5041.99583116827,25000.0,2.0,2.0
32.0,40.0,20000.0,51000.0,2.0,3.0
28.0,40.0,1267.309706622762,33000.0,3.0,3.0
28.0,48.0,13196.572129055372,32000.0,2.0,2.0
28.0,40.0,1143.0722536560604,35000.0,2.0,2.0
24.0,36.0,6697.492773377453,23800.0,1.0,3.0
28.0,40.0,3581.166383968646,30000.0,2.0,2.0
28.0,40.0,468.4112831859337,18000.0,3.0,1.0
28.0,40.0,4635.105162077012,25000.0,2.0,1.0
28.0,35.0,6783.42324958553,12800.0,2.0,2.0
28.0,28.0,2925.526299668749,11000.0,2.0,2.0
32.0,40.0,2140.4273131510245,10500.0,2.0,2.0
14.0,40.0,8674.783909331583,35000.0,2.0,2.0
41.0,40.0,6150.585719692682,30000.0,2.0,1.0
35.0,40.0,7837.584752865234,15000.0,2.0,1.0
14.0,40.0,4557.005408760694,15000.0,2.0,1.0
28.0,40.0,4462.024122723375,28950.0,4.0,2.0
50.0,40.0,3000.0,40000.0,3.0,2.0
15.0,50.0,8971.683007221085,48000.0,3.0,1.0
18.0,40.0,4845.64311107931,37000.0,1.0,4.0
12.0,40.0,3884.159461742193,45000.0,2.0,3.0
24.0,30.0,640.97784960298,30000.0,2.0,2.0
36.0,40.0,994.3500535794284,35000.0,2.0,2.0
14.0,40.0,1029.7266177399295,30000.0,2.0,3.0
24.0,42.0,2224.0216787027853,30000.0,3.0,2.0
24.0,40.0,4586.299614513184,50000.0,3.0,2.0
24.0,42.0,10788.188230151236,30000.0,3.0,3.0
24.0,48.0,3998.1289074537735,30000.0,2.0,3.0
24.0,48.0,1404.9662810578832,30000.0,2.0,2.0
24.0,40.0,7388.8936267564695,50000.0,2.0,3.0
24.0,32.0,2023.2809958895145,17000.0,2.0,3.0
40.0,35.0,4556.5351373604835,13862.263730031116,2.0,3.0
28.0,40.0,4548.947390335486,45000.0,2.0,3.0
30.0,40.0,3651.2526511092874,45000.0,2.0,3.0
17.0,48.0,13354.46360662011,40000.0,3.0,3.0
33.0,48.0,5464.470437328741,13000.0,3.0,2.0
28.0,48.0,3441.0793007306565,45000.0,2.0,2.0
28.0,40.0,4702.2610658786525,60000.0,2.0,3.0
24.0,48.0,6505.900536929255,8000.0,2.0,2.0
28.0,48.0,2984.913085283177,45000.0,2.0,2.0
38.0,40.0,2198.4600848105683,15000.0,3.0,2.0
15.0,50.0,1983.6668310073997,20000.0,2.0,2.0
30.0,40.0,8515.618671433867,30000.0,2.0,2.0
28.0,40.0,9309.755657967633,20000.0,2.0,3.0
28.0,40.0,5000.0,35000.0,2.0,3.0
28.0,40.0,1489.4061314802366,30000.0,2.0,2.0
31.0,48.0,3000.0,35000.0,2.0,2.0
33.0,40.0,4180.923966724352,21006.778373102763,3.0,2.0
14.0,48.0,5000.0,18000.0,3.0,2.0
14.0,48.0,5000.0,36000.0,2.0,3.0
14.0,40.0,1476.252355569248,30967.2007104946,2.0,3.0
18.0,40.0,6231.52262073552,20000.0,3.0,2.0
32.0,48.0,12162.952423089668,13000.0,3.0,2.0
28.0,48.0,500.0,12000.0,3.0,3.0
35.0,48.0,19634.90966966557,17000.0,2.0,3.0
28.0,42.0,2000.0,25000.0,2.0,3.0
28.0,48.0,1590.2097035524507,8400.0,1.0,2.0
48.0,36.0,3059.7483486665215,21000.0,2.0,3.0
25.0,40.0,6461.081593510164,22000.0,2.0,2.0
34.0,40.0,7574.476130881937,23000.0,2.0,2.0
22.0,41.0,5499.737739750067,23000.0,2.0,3.0
24.0,41.0,9482.279243391598,26000.0,2.0,2.0
21.0,41.0,1839.6112198515275,16000.0,2.0,3.0
18.0,41.0,12434.637176800648,17000.0,2.0,2.0
18.0,41.0,3224.9027090047116,17000.0,2.0,3.0
24.0,36.0,4782.202024308346,36000.0,2.0,3.0
21.0,41.0,3473.253689486781,22000.0,2.0,3.0
20.0,41.0,5264.151122951747,33000.0,2.0,2.0
18.0,41.0,4990.400496311445,24000.0,2.0,3.0
24.0,41.0,2608.2186604951225,15000.0,2.0,3.0
34.0,36.0,4217.652592731438,14000.0,2.0,2.0
36.0,40.0,13082.651384293238,55000.0,2.0,2.0
36.0,40.0,2621.2043551099528,50000.0,2.0,3.0
30.0,40.0,2554.326180051441,40000.0,2.0,3.0
29.0,45.0,3418.118025431405,30000.0,1.0,3.0
36.0,35.0,11178.044213873858,26000.0,2.0,2.0
25.0,42.0,3832.4820922653066,20000.0,2.0,2.0
35.0,60.0,9854.982265365035,15000.0,3.0,2.0
34.0,48.0,2000.0,30000.0,2.0,1.0
26.0,48.0,1180.037766966027,22000.0,3.0,2.0
