yj21b,yj6.2,yj10.2,yj13.2,yj1.1.1,yj72.18a
50.0,30.0,5216.241078019516,35000.0,2.0,3.0
20.0,40.0,3312.6972608838964,9000.0,2.0,3.0
20.0,40.0,9691.085804876124,20000.0,2.0,2.0
36.0,36.0,7756.678608434291,18000.0,2.0,3.0
22.0,36.0,4859.2835897377745,15000.0,2.0,2.0
17.0,48.0,2800.5547489477462,28472.22489068572,2.0,2.0
30.0,35.0,5524.741864106359,18000.0,2.0,1.0
37.0,40.0,5433.130976862643,15000.0,3.0,2.0
28.0,40.0,9000.0,40000.0,1.0,3.0
32.0,40.0,4883.74323715404,16000.0,3.0,3.0
28.0,40.0,5000.0,27000.0,2.0,3.0
28.0,40.0,4150.077794782499,26100.0,2.0,2.0
42.0,35.0,3467.175774241069,20000.0,1.0,2.0
35.0,48.0,2500.0,20000.0,3.0,2.0
28.0,36.0,15366.710278327238,30000.0,2.0,2.0
30.0,40.0,13564.88156028308,20000.0,2.0,2.0
44.0,42.0,3089.7835950178896,27000.0,1.0,3.0
44.0,40.0,1695.3676785207936,20000.0,3.0,2.0
44.0,44.0,6458.424035786501,27000.0,3.0,2.0
11.0,52.0,5015.541919684334,28000.0,1.0,1.0
32.0,48.0,5180.012645186694,25000.0,1.0,2.0
33.0,40.0,14755.618682452938,13749.955737845283,2.0,1.0
48.0,40.0,3971.103716894567,28000.0,5.0,3.0
14.0,40.0,2507.6680047373425,30000.0,1.0,3.0
28.0,40.0,909.6159301781271,26000.0,2.0,2.0
21.0,40.0,7423.809258940531,30000.0,2.0,2.0
28.0,50.0,10474.390355037844,35000.0,4.0,1.0
43.0,40.0,3848.0055920214268,15974.954246615407,3.0,3.0
14.0,48.0,6000.0,38000.0,1.0,2.0
28.0,40.0,2325.16208513923,50000.0,2.0,3.0
47.0,48.0,2789.2020212678076,23000.0,4.0,2.0
28.0,40.0,6996.1854414378795,15000.0,2.0,2.0
28.0,35.0,4257.060357507052,12130.0,1.0,1.0
37.0,48.0,1935.9717255775258,8000.0,3.0,2.0
28.0,45.0,2837.110594959541,18000.0,2.0,2.0
50.0,48.0,5096.038996477029,23000.0,3.0,3.0
24.0,36.0,8146.814620210469,8000.0,1.0,2.0
28.0,35.0,6959.576675449289,29000.0,2.0,2.0
14.0,48.0,2158.112839864093,27000.0,3.0,2.0
16.0,48.0,1943.7135725455553,20000.0,3.0,3.0
28.0,48.0,2482.083986619264,18000.0,4.0,2.0
43.0,40.0,1414.2371706013325,19901.400931246986,2.0,2.0
12.0,48.0,7848.846813751892,36636.3353332929,2.0,2.0
36.0,40.0,10833.230658930403,25755.434362599368,1.0,3.0
28.0,40.0,10000.0,25000.0,2.0,3.0
28.0,40.0,4057.054486939441,20000.0,3.0,3.0
28.0,40.0,8231.156276959859,20000.0,2.0,3.0
24.0,40.0,12469.796535187626,50000.0,2.0,3.0
37.0,56.0,6211.595236571777,25000.0,1.0,2.0
25.0,40.0,8978.371538797528,11000.0,3.0,2.0
28.0,36.0,3653.352374842342,15000.0,2.0,2.0
28.0,48.0,6581.5956277593705,10500.0,3.0,2.0
28.0,55.0,10767.766588974573,10000.0,3.0,2.0
28.0,40.0,5000.0,28000.0,2.0,2.0
30.0,40.0,14228.095131443484,23000.0,2.0,3.0
28.0,40.0,2378.778044788022,32000.0,1.0,2.0
29.0,40.0,1500.0,35100.41598101351,3.0,1.0
35.0,48.0,4868.674008084099,11125.093016594446,2.0,2.0
28.0,40.0,14786.32201418625,16000.0,2.0,2.0
28.0,48.0,5153.495753026399,19000.0,2.0,2.0
24.0,35.0,1228.3610096836626,23000.0,2.0,3.0
28.0,36.0,3832.443055973817,13000.0,2.0,2.0
26.0,48.0,3714.3457702105493,18000.0,2.0,2.0
28.0,40.0,1519.5502328097461,8000.0,2.0,1.0
28.0,40.0,4323.182918796037,16000.0,2.0,2.0
28.0,48.0,7424.687425092881,22200.0,2.0,1.0
28.0,40.0,2088.908744251315,20000.0,2.0,3.0
28.0,40.0,1551.8614692209778,18000.0,2.0,1.0
28.0,40.0,2322.4699538524537,42000.0,3.0,2.0
30.0,40.0,4432.099876633682,30000.0,1.0,2.0
14.0,48.0,14000.0,25000.0,2.0,2.0
14.0,30.0,8449.394131599665,6600.0,3.0,2.0
30.0,48.0,12307.405794583054,40000.0,2.0,2.0
28.0,48.0,10867.247818486832,30000.0,2.0,2.0
14.0,48.0,4935.44938023249,19000.0,2.0,1.0
25.0,40.0,6823.249538074754,20000.0,2.0,2.0
28.0,42.0,5565.486561306504,12000.0,2.0,3.0
28.0,40.0,15000.0,30000.0,2.0,2.0
24.0,40.0,5945.917064164086,14000.0,2.0,2.0
25.0,60.0,5523.122402646836,8783.864409708523,1.0,3.0
14.0,50.0,20000.0,40000.0,3.0,3.0
28.0,40.0,3263.89255701118,14000.0,2.0,2.0
28.0,40.0,11527.260633813312,20000.0,2.0,2.0
28.0,40.0,9475.050579930985,30000.0,2.0,2.0
28.0,40.0,6826.888502157131,30000.0,3.0,3.0
28.0,40.0,8000.0,20000.0,4.0,2.0
28.0,48.0,20000.0,40000.0,2.0,2.0
42.0,40.0,6799.584185638603,13050.0,5.0,3.0
28.0,40.0,14983.933658670183,40000.0,2.0,2.0
46.0,40.0,3212.5764748694714,11000.0,2.0,2.0
21.0,48.0,2541.6513977256363,15000.0,2.0,2.0
35.0,40.0,794.2631180396266,10000.0,1.0,2.0
21.0,40.0,4258.900960205671,40000.0,2.0,2.0
19.0,50.0,10301.248164088584,9000.0,3.0,2.0
21.0,40.0,5000.0,30000.0,2.0,1.0
22.0,40.0,4677.641489620966,15000.0,2.0,2.0
21.0,40.0,6394.556993351582,20000.0,2.0,2.0
18.0,40.0,558.074507696786,20000.0,2.0,2.0
33.0,50.0,8458.191345549349,28000.0,3.0,2.0
28.0,45.0,4447.998112284002,20000.0,3.0,2.0
35.0,41.0,14340.356264852613,37000.0,3.0,3.0
12.0,40.0,8700.0,55000.0,1.0,3.0
14.0,40.0,2739.2162042948917,13000.0,2.0,2.0
28.0,42.0,5421.193026942881,12000.0,2.0,2.0
28.0,40.0,14623.864371160127,45000.0,2.0,2.0
42.0,35.0,3463.775678585559,22000.0,2.0,2.0
28.0,40.0,17027.536338173326,12000.0,3.0,2.0
28.0,40.0,3520.3860792480036,22000.0,5.0,3.0
28.0,48.0,9595.389060955877,13000.0,3.0,1.0
28.0,48.0,10491.01693763651,12500.0,2.0,2.0
50.0,42.0,2856.055086952024,40000.0,2.0,3.0
35.0,38.0,6304.229314287208,20000.0,2.0,3.0
36.0,45.0,11000.0,50000.0,2.0,3.0
34.0,50.0,5355.692430241107,33497.20908146596,1.0,3.0
25.0,42.0,2339.851011132425,20869.875642410403,2.0,1.0
24.0,40.0,1379.1142803754985,60000.0,1.0,2.0
28.0,40.0,3982.1982582087962,40000.0,1.0,2.0
28.0,40.0,3043.176531108995,20000.0,1.0,2.0
21.0,40.0,3931.115942609949,38000.0,2.0,1.0
22.0,48.0,3244.0905548163264,20000.0,1.0,2.0
14.0,45.0,13741.233365441816,28000.0,2.0,2.0
42.0,48.0,5422.338441162883,14000.0,3.0,2.0
44.0,40.0,14164.106846013723,30000.0,2.0,3.0
28.0,40.0,4421.668074302132,12130.0,4.0,3.0
28.0,48.0,2743.707779166126,12130.0,2.0,2.0
28.0,40.0,1327.6381159193072,30000.0,2.0,3.0
31.0,36.0,10019.226870057739,25236.993556394646,4.0,2.0
34.0,40.0,3000.0,15000.0,2.0,2.0
38.0,40.0,5000.0,30000.0,2.0,2.0
28.0,40.0,1500.0,17000.0,2.0,1.0
26.0,48.0,1688.6423169344503,14000.0,2.0,1.0
25.0,40.0,10000.0,60000.0,2.0,1.0
20.0,50.0,11543.444112730127,15000.0,3.0,2.0
33.0,40.0,6447.457672566384,25000.0,2.0,2.0
28.0,40.0,17443.5815961087,3600.0,2.0,2.0
28.0,48.0,3000.0,10500.0,2.0,2.0
28.0,40.0,10000.0,60000.0,2.0,3.0
28.0,40.0,3958.075596461644,15000.0,2.0,3.0
28.0,40.0,3730.572647974262,17000.0,2.0,2.0
14.0,40.0,11576.307376873545,30000.0,2.0,3.0
29.0,36.0,3505.077919584804,10000.0,4.0,2.0
39.0,48.0,4079.296157543978,23000.0,2.0,2.0
36.0,40.0,4825.427828110959,25000.0,2.0,2.0
28.0,35.0,2806.47512532549,17000.0,2.0,2.0
14.0,40.0,5764.106150313046,18000.0,3.0,2.0
30.0,40.0,3002.0182271825433,15000.0,3.0,2.0
14.0,40.0,3802.223710283129,15000.0,4.0,3.0
14.0,30.0,8756.104464983327,15000.0,4.0,2.0
23.0,42.0,9100.577864711951,22000.0,3.0,3.0
42.0,40.0,1096.8551904241203,17000.0,3.0,2.0
42.0,48.0,2024.6595552769127,25000.0,3.0,2.0
28.0,40.0,6097.589889643418,30000.0,2.0,3.0
28.0,40.0,1123.2489280156026,30000.0,2.0,3.0
36.0,40.0,3239.716201607121,34850.0,2.0,2.0
36.0,30.0,9180.732537665212,22000.0,4.0,2.0
44.0,40.0,888.0368300752943,12097.584460982047,2.0,2.0
36.0,35.0,11581.96609550406,35000.0,2.0,3.0
43.0,36.0,4701.510729870672,35000.0,2.0,2.0
24.0,35.0,1466.9984768035179,27596.446292999284,3.0,2.0
28.0,40.0,2193.8981146380675,10500.0,3.0,2.0
28.0,36.0,9432.949622812028,11000.0,2.0,2.0
12.0,48.0,1661.6387039052083,30000.0,3.0,2.0
28.0,40.0,3174.6079526236445,25000.0,1.0,2.0
29.0,48.0,11607.696791417724,17000.0,3.0,2.0
14.0,40.0,5000.0,20000.0,3.0,2.0
13.0,60.0,2483.9792792558433,60000.0,3.0,2.0
14.0,48.0,11206.479609685663,14500.0,2.0,2.0
42.0,37.0,2581.361693239922,17000.0,2.0,2.0
35.0,40.0,18234.44832350642,25000.0,2.0,3.0
42.0,40.0,4717.022799659572,50000.0,2.0,3.0
28.0,40.0,11303.404583101952,20000.0,2.0,2.0
31.0,48.0,5657.22397928739,53835.40306741667,3.0,2.0
28.0,45.0,12515.989223602763,20000.0,3.0,2.0
29.0,40.0,1213.9682210787757,27021.065306522025,2.0,3.0
33.0,40.0,5036.622906141664,16788.463221991995,1.0,2.0
14.0,48.0,2331.8140580383656,15000.0,2.0,3.0
30.0,48.0,5477.99477195043,15000.0,2.0,3.0
12.0,40.0,3077.4863202645165,40000.0,5.0,2.0
28.0,45.0,4512.024454243453,25000.0,4.0,3.0
14.0,40.0,2371.4004912316527,35000.0,2.0,2.0
14.0,40.0,13071.487532019199,55000.0,3.0,3.0
36.0,40.0,2605.2029252348175,18000.0,2.0,2.0
32.0,40.0,4590.259981452486,19000.0,2.0,3.0
26.0,40.0,1580.5709770220635,40000.0,2.0,2.0
45.0,40.0,3957.966018038606,23000.0,2.0,1.0
28.0,50.0,8154.491738297573,14000.0,3.0,2.0
32.0,30.0,4146.868331074749,18231.52012253293,3.0,2.0
28.0,40.0,15000.0,40000.0,3.0,2.0
28.0,36.0,4000.0,18000.0,2.0,2.0
28.0,36.0,6000.0,22000.0,3.0,1.0
29.0,40.0,10000.0,40000.0,2.0,2.0
24.0,40.0,3299.9345138203516,15000.0,3.0,2.0
24.0,40.0,5000.0,20000.0,3.0,2.0
14.0,40.0,2033.020516252594,10500.0,3.0,2.0
19.0,36.0,2450.752155315733,18000.0,2.0,3.0
28.0,40.0,950.6259904127729,16000.0,2.0,2.0
28.0,41.0,4351.75552942646,17000.0,2.0,2.0
17.0,45.0,4943.19894808162,30000.0,4.0,2.0
35.0,40.0,2607.948470539851,18808.60465888843,3.0,2.0
31.0,40.0,7264.015199483124,40000.0,2.0,3.0
28.0,40.0,3071.4499282103284,18000.0,2.0,2.0
33.0,60.0,12957.352183526593,15000.0,3.0,2.0
14.0,40.0,2235.3127115056946,21000.0,2.0,3.0
28.0,40.0,5592.094323306422,40000.0,2.0,3.0
21.0,40.0,6687.010089937286,20000.0,2.0,3.0
28.0,40.0,14351.859948678668,24000.0,2.0,2.0
28.0,40.0,11410.19449851804,21000.0,2.0,2.0
27.0,48.0,4925.97016017817,13000.0,2.0,3.0
16.0,36.0,6533.884700801657,31383.22154219932,2.0,3.0
36.0,48.0,6400.218242673122,22000.0,2.0,1.0
18.0,40.0,18230.4597464168,12500.0,1.0,3.0
28.0,35.0,838.1365267060015,35000.0,3.0,3.0
36.0,40.0,2975.507489807767,28000.0,2.0,2.0
28.0,40.0,6528.985996863462,12000.0,3.0,2.0
34.0,36.0,5600.0,18000.0,2.0,2.0
28.0,40.0,5002.32485900352,20000.0,2.0,2.0
21.0,48.0,5049.4250089887,32000.0,4.0,2.0
21.0,50.0,18000.0,20000.0,2.0,2.0
28.0,40.0,2969.9763411308513,35000.0,3.0,2.0
48.0,40.0,1220.7446091310933,18541.432457428098,2.0,2.0
28.0,40.0,19421.468897144383,25000.0,1.0,2.0
28.0,40.0,1982.3578614614455,60000.0,2.0,3.0
14.0,40.0,5295.725599189119,25000.0,3.0,3.0
32.0,30.0,1767.3654918703544,17280.340425437986,2.0,3.0
28.0,54.0,1993.0012234510534,12000.0,2.0,2.0
28.0,40.0,18284.396123752504,22000.0,2.0,2.0
28.0,40.0,6075.400341191166,13000.0,2.0,2.0
14.0,50.0,9462.865860634935,23978.199418617834,3.0,2.0
14.0,48.0,3351.3767437091133,17000.0,3.0,2.0
20.0,40.0,5000.0,20000.0,3.0,3.0
28.0,48.0,3211.69365283069,12400.0,3.0,2.0
36.0,42.0,10796.146953321195,18000.0,2.0,2.0
42.0,40.0,1022.1441722822939,15000.0,2.0,3.0
28.0,40.0,7359.026244923739,20000.0,2.0,2.0
14.0,48.0,9007.31228639968,20000.0,2.0,2.0
21.0,40.0,3096.8303382408785,50000.0,2.0,3.0
42.0,50.0,6918.864064311765,11628.050400118707,3.0,2.0
34.0,60.0,2873.927516293545,41548.93355082415,2.0,2.0
28.0,45.0,18000.0,38000.0,4.0,1.0
35.0,48.0,1521.4470224020001,23000.0,2.0,2.0
38.0,48.0,3551.3772493517317,40000.0,2.0,2.0
24.0,40.0,9238.275541162633,15000.0,1.0,2.0
33.0,40.0,3166.38428026139,25000.0,2.0,2.0
15.0,45.0,777.2296688238533,25000.0,2.0,3.0
28.0,40.0,1718.0173399929743,14000.0,2.0,2.0
28.0,40.0,2855.734320780504,20000.0,3.0,1.0
28.0,40.0,3955.9517477405607,30000.0,1.0,3.0
38.0,40.0,15000.0,50000.0,2.0,2.0
28.0,48.0,1455.2679761183401,28000.0,3.0,3.0
42.0,40.0,841.6580635125765,17000.0,1.0,3.0
28.0,40.0,4600.748686961526,30000.0,1.0,2.0
23.0,48.0,4138.649318438446,60000.0,1.0,3.0
19.0,40.0,3648.9317859852727,46028.1655505834,3.0,2.0
21.0,40.0,15266.585923525992,30000.0,3.0,2.0
34.0,40.0,6184.57175124249,24000.0,2.0,2.0
14.0,40.0,17090.556154084545,35000.0,2.0,3.0
30.0,40.0,8856.353696350805,30000.0,2.0,2.0
22.0,44.0,20000.0,30800.0,2.0,2.0
35.0,40.0,8313.008606039499,40000.0,3.0,2.0
29.0,40.0,4020.205906957232,6422.577593748582,2.0,3.0
28.0,40.0,7626.910919637435,20000.0,2.0,3.0
28.0,40.0,4634.326066211507,12500.0,1.0,2.0
39.0,40.0,5410.390649827274,35000.0,1.0,3.0
28.0,28.0,7434.173051014303,10500.0,2.0,3.0
19.0,40.0,11495.778691475432,34600.0,1.0,3.0
24.0,40.0,4897.032850626678,10000.0,3.0,1.0
17.0,48.0,2025.848690104282,25000.0,3.0,2.0
31.0,40.0,2226.393856861218,27000.0,2.0,2.0
25.0,40.0,1303.6769471912955,25000.0,2.0,3.0
46.0,35.0,2503.1139343660066,25000.0,2.0,2.0
36.0,30.0,2947.2660856436164,12000.0,2.0,2.0
24.0,40.0,4793.73958818138,30000.0,4.0,2.0
50.0,35.0,2188.8272681965827,60000.0,3.0,3.0
28.0,40.0,1148.1364867966342,25000.0,2.0,3.0
24.0,40.0,2354.101954332226,30000.0,2.0,2.0
20.0,40.0,16512.299358952874,20000.0,4.0,2.0
35.0,60.0,5234.777562469298,50000.0,2.0,2.0
40.0,42.0,7829.145822952693,25000.0,2.0,3.0
14.0,42.0,13918.904902672384,30000.0,2.0,1.0
25.0,40.0,6977.664356874374,25000.0,2.0,2.0
25.0,40.0,7656.383414037708,15000.0,2.0,2.0
36.0,48.0,1000.0,15000.0,1.0,3.0
28.0,40.0,3565.623906893832,30000.0,3.0,2.0
25.0,40.0,4145.918686085887,11000.0,2.0,2.0
36.0,36.0,2681.528588286641,18000.0,2.0,2.0
21.0,40.0,3368.265615406583,16000.0,3.0,2.0
19.0,37.0,5544.615091125258,14000.0,3.0,2.0
27.0,44.0,3964.278809493405,18600.0,3.0,1.0
30.0,60.0,2628.2013110496655,14846.790260608897,5.0,1.0
30.0,40.0,3005.540326318653,67000.0,1.0,3.0
28.0,48.0,15723.879126358446,35000.0,2.0,3.0
